"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474208","FPKM.SRR8474209","FPKM.SRR8474210","FPKM.SRR8474211","FPKM.SRR8474212","FPKM.SRR8474213","FPKM.SRR8474214","FPKM.SRR8474215","..files.testis_1.txt_mean_female","..files.testis_2.txt_mean_male","Remark","Organism","Tissue","GEO_accession"
"2514","ENSMFAG00000035987","-",NA,"chr8",40383722,40383821,40399825,40400009,0,0,"0.987,0.977,0.846,0.87","0.854,0.853,0.849,0.853","MXE","8","ENSMFAG00000035987",363.533325,332.481293,311.831879,260.492218,317.986298,330.976868,347.286591,326.490662,317.08467875,330.68510475,NA,"Macaca_fascicularis","testis","GSE125483"
"2515","ENSMFAG00000035987","-",NA,"chr8",40383722,40383821,40401109,40401246,2.56262371323e-08,3.79856333696e-07,"0.929,0.922,0.802,0.825","0.806,0.81,0.807,0.784","MXE","8","ENSMFAG00000035987",363.533325,332.481293,311.831879,260.492218,317.986298,330.976868,347.286591,326.490662,317.08467875,330.68510475,NA,"Macaca_fascicularis","testis","GSE125483"
"2516","ENSMFAG00000035989","-","SLC10A3","chrX",151392888,151392994,NA,NA,6.30068091695e-05,0.00363653473396,"0.206,0.322,0.401,0.286","1.0,0.501,0.783,1.0","SE","X","SLC10A3",0.71224698150654,0.872836906630582,1.62552177852954,1.48644734235453,1.31275,1.45987304826342,1.52263569057285,1.213779,1.1742632522553,1.37725943470907,NA,"Macaca_fascicularis","testis","GSE125483"
"2517","ENSMFAG00000035990","+","STARD3","chr16",51265532,51265671,51265879,51265978,3.11135288956e-05,0.000267986073986,"0.0,0.0,0.201,0.316","0.222,0.176,0.233,0.177","MXE","16","STARD3",8.44646051395683,8.52550561496403,9.64418871798561,9.93311589870504,9.52931130877698,8.77054863971223,9.52292339856115,8.9390469266187,9.13731768640288,9.19045756841727,NA,"Macaca_fascicularis","testis","GSE125483"
"2518","ENSMFAG00000035993","-","TMEM218","chr14",120915256,120915359,120916180,120916858,1.33226762955e-15,9.42039239408e-14,"0.02,0.016,0.181,0.151","0.172,0.163,0.203,0.149","MXE","14","TMEM218",11.5967350492635,11.0671171707317,12.0013920439507,11.5047974491669,12.4071904696933,11.7911477548901,11.9480046568462,11.5767345843999,11.5425104282782,11.9307693664574,NA,"Macaca_fascicularis","testis","GSE125483"
"2519","ENSMFAG00000036050","-","MACF1","chr1",188402734,188402797,NA,NA,7.18903298313e-06,0.000745692619335,"0.656,0.538,1.0,1.0","1.0,0.788,1.0,1.0","SE","1","MACF1",9.91368036566704,9.61857220362829,8.89608577983463,10.5332957932864,9.07992981747501,9.55893117524374,9.15392788621498,9.07962895976799,9.74040853560409,9.21810445967543,NA,"Macaca_fascicularis","testis","GSE125483"
"2520","ENSMFAG00000036050","-","MACF1","chr1",188353521,188353848,NA,NA,0.000141300322958,0.00642772596186,"0.699,0.684,0.761,0.876","1.0,0.868,0.879,0.89","SE","1","MACF1",9.91368036566704,9.61857220362829,8.89608577983463,10.5332957932864,9.07992981747501,9.55893117524374,9.15392788621498,9.07962895976799,9.74040853560409,9.21810445967543,NA,"Macaca_fascicularis","testis","GSE125483"
"2521","ENSMFAG00000036050","-","MACF1","chr1",188315086,188315104,NA,NA,1.35013161762e-08,5.70706687697e-06,"0.05,0.062,0.0,0.0","0.0,0.013,0.018,0.0","SE","1","MACF1",9.91368036566704,9.61857220362829,8.89608577983463,10.5332957932864,9.07992981747501,9.55893117524374,9.15392788621498,9.07962895976799,9.74040853560409,9.21810445967543,NA,"Macaca_fascicularis","testis","GSE125483"
"2522","ENSMFAG00000036053","-","USP31","chr20",21988116,21988228,NA,NA,6.31413644627e-05,0.00363952452041,"0.954,0.91,0.923,1.0","1.0,1.0,1.0,1.0","SE","20","USP31",6.80972099538225,7.00227837968189,6.49693502616727,6.90191381836839,6.73655339969215,7.35731504976911,6.72385300051308,6.63414478399179,6.80271205489995,6.86296655849153,NA,"Macaca_fascicularis","testis","GSE125483"
"2523","ENSMFAG00000036058","+","DPCD","chr9",100551533,100551667,100558859,100558962,2.17481588294e-11,6.13462216037e-10,"0.009,0.012,0.351,0.351","0.359,0.337,0.339,0.322","MXE","9","DPCD",159.83215695671,171.535061532468,182.375217809524,166.485625839827,191.894427199134,165.430945831169,159.623002190476,179.106443385281,170.057015534632,174.013704651515,NA,"Macaca_fascicularis","testis","GSE125483"
"2524","ENSMFAG00000036058","+","DPCD","chr9",100551533,100551667,100558859,100558962,2.70683475634e-12,8.90786972487e-11,"0.005,0.006,0.349,0.349","0.359,0.334,0.338,0.32","MXE","9","DPCD",159.83215695671,171.535061532468,182.375217809524,166.485625839827,191.894427199134,165.430945831169,159.623002190476,179.106443385281,170.057015534632,174.013704651515,NA,"Macaca_fascicularis","testis","GSE125483"
"2525","ENSMFAG00000036059","-","HK1","chr9",66337158,66337307,66352586,66352749,6.49148512721e-11,1.61746171086e-09,"0.998,0.999,0.602,0.599","0.599,0.611,0.588,0.613","MXE","9","HK1",334.572156811962,327.901678745404,351.537368027694,370.1190496835,345.864042633232,337.103730758203,328.747165995113,324.694903396789,346.03256331714,334.102460695834,NA,"Macaca_fascicularis","testis","GSE125483"
"2526","ENSMFAG00000036059","-","HK1","chr9",66312476,66312781,NA,NA,1.71079936098e-05,0.00136651767255,"0.819,0.834,0.912,0.922","0.913,0.918,0.919,0.909","SE","9","HK1",334.572156811962,327.901678745404,351.537368027694,370.1190496835,345.864042633232,337.103730758203,328.747165995113,324.694903396789,346.03256331714,334.102460695834,NA,"Macaca_fascicularis","testis","GSE125483"
"2527","ENSMFAG00000036084","+","R3HCC1L","chr9",97062861,97062932,NA,NA,6.831644392e-05,0.00384338968893,"0.944,0.938,1.0,0.971","0.978,0.98,1.0,0.984","SE","9","R3HCC1L",11.7194339143577,11.0599529168766,9.01011635012594,8.91330328337531,9.955799697733,10.5703740151134,11.166478440806,10.750897675063,10.1757016161839,10.6108874571788,NA,"Macaca_fascicularis","testis","GSE125483"
"2528","ENSMFAG00000036085","+","STAG3","chr3",44561164,44561241,44561523,44561728,2.07611705605e-14,1.0973012622e-12,"0.004,0.005,0.161,0.157","0.138,0.146,0.165,0.157","MXE","3","STAG3",103.5696126,107.0281162,109.2141482,120.797414,110.670718,111.1767362,106.8390548,109.8831438,110.15232275,109.6424132,NA,"Macaca_fascicularis","testis","GSE125483"
"2529","ENSMFAG00000036086","-","KIZ","chr10",41082711,41082805,41142694,41142784,0,0,"0.006,0.005,0.193,0.22","0.193,0.189,0.224,0.184","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2530","ENSMFAG00000036086","-","KIZ","chr10",41082711,41082805,41142694,41142784,0,0,"0.002,0.003,0.192,0.216","0.194,0.188,0.222,0.182","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2531","ENSMFAG00000036086","-","KIZ","chr10",41057870,41057975,41082711,41082805,0,0,"0.998,0.998,0.792,0.752","0.757,0.782,0.798,0.783","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2532","ENSMFAG00000036086","-","KIZ","chr10",41142694,41142784,41151888,41152051,0,0,"0.994,0.996,0.832,0.838","0.837,0.846,0.833,0.844","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2533","ENSMFAG00000036086","-","KIZ","chr10",41082711,41082805,41142694,41142784,0,0,"0.999,1.0,0.9,0.919","0.891,0.903,0.91,0.929","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2534","ENSMFAG00000036086","-","KIZ","chr10",41054219,41054316,41057870,41057975,0.0105537544396,0.0432934934242,"0.202,0.183,0.317,0.346","0.329,0.32,0.342,0.292","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2535","ENSMFAG00000036086","-","KIZ","chr10",41073558,41073724,41142694,41142784,2.90212298637e-13,1.19100851186e-11,"0.002,0.0,0.216,0.253","0.23,0.216,0.226,0.232","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2536","ENSMFAG00000036086","-","KIZ","chr10",41142694,41142784,41151888,41152051,0.00911683623938,0.0389737300838,"0.368,0.358,0.474,0.48","0.481,0.489,0.506,0.467","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2537","ENSMFAG00000036086","-","KIZ","chr10",41142694,41142784,41151888,41152051,0,0,"0.991,0.993,0.833,0.838","0.837,0.845,0.833,0.842","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2538","ENSMFAG00000036086","-","KIZ","chr10",41073558,41073724,41082711,41082805,0.000691583849891,0.00443741568921,"0.879,0.873,0.574,0.598","0.581,0.59,0.575,0.601","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2539","ENSMFAG00000036086","-","KIZ","chr10",41073558,41073724,41142694,41142784,0.000208376159797,0.00151750627159,"0.893,0.888,0.566,0.624","0.574,0.586,0.575,0.606","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2540","ENSMFAG00000036086","-","KIZ","chr10",41151888,41152051,41156236,41156299,5.65681538722e-07,6.59226871128e-06,"0.998,0.999,0.352,0.376","0.373,0.365,0.382,0.382","MXE","10","KIZ",325.207592879282,310.499614859299,299.414304253263,300.665727820555,309.54826610155,301.069261127651,298.260914696982,319.59681021044,308.9468099531,307.118813034156,NA,"Macaca_fascicularis","testis","GSE125483"
"2541","ENSMFAG00000036090","-","CYB5R4","chr4",89922629,89922770,89932478,89932601,1.72044333224e-08,2.643823711e-07,"1.0,0.996,0.597,0.522","0.606,0.609,0.599,0.567","MXE","4","CYB5R4",29.0212630177148,26.2640143100089,24.3562887953942,22.6313438529672,25.9133183224092,27.5148593835252,28.9569953489814,26.1308374517272,25.5682274940213,27.1290026266608,NA,"Macaca_fascicularis","testis","GSE125483"
"2542","ENSMFAG00000036090","-","CYB5R4","chr4",89939065,89939126,NA,NA,0.000519808623197,0.0172667547192,"0.932,0.942,0.964,1.0","1.0,0.972,1.0,0.958","SE","4","CYB5R4",29.0212630177148,26.2640143100089,24.3562887953942,22.6313438529672,25.9133183224092,27.5148593835252,28.9569953489814,26.1308374517272,25.5682274940213,27.1290026266608,NA,"Macaca_fascicularis","testis","GSE125483"
"2543","ENSMFAG00000036093","-",NA,"chr2",104554211,104554342,NA,NA,0.00145079260609,0.037532858127,"0.906,1.0,1.0,1.0","1.0,1.0,1.0,0.947","SE","2","ENSMFAG00000036093",70.0876532879902,67.8905213210784,75.22027975,66.7335489754902,72.8642649166667,73.1912391917892,77.0123877120098,81.9150476599265,69.9830008336397,76.245734870098,NA,"Macaca_fascicularis","testis","GSE125483"
"2544","ENSMFAG00000036094","+",NA,"chr9",67518697,67518815,NA,NA,3.03156961101e-06,0.000393299207942,"0.878,0.784,0.53,0.805","1.0,1.0,1.0,0.871","SE","9","ENSMFAG00000036094",3.52053382219251,3.33566388569519,2.76027307219251,2.91322985995989,2.91956614772727,3.32253558990642,3.00707333622995,2.98264641878342,3.13242516001002,3.05795537316176,NA,"Macaca_fascicularis","testis","GSE125483"
"2545","ENSMFAG00000036097","-","LRRC71","chr1",94771312,94771462,94772466,94772556,0.0077864176042,0.0346000995464,"0.461,0.451,0.368,0.35","0.359,0.345,0.361,0.321","MXE","1","LRRC71",80.250717,83.407249,96.944824,95.289093,96.064201,85.42421,87.543358,86.732094,88.97297075,88.94096575,NA,"Macaca_fascicularis","testis","GSE125483"
"2546","ENSMFAG00000036116","+","JMJD7","chr7",18777835,18777843,NA,NA,0.00259215028495,0.0275640535251,"0.934,0.902,1.0,0.871","0.937,0.977,0.97,0.97","A3SS","7","JMJD7",4.19844865464046,3.78056349290868,4.05475251754168,4.66867138716099,4.4782341057477,4.32119320701667,3.62669315426723,3.76434497337646,4.17560901306295,4.04761636010201,NA,"Macaca_fascicularis","testis","GSE125483"
"2547","ENSMFAG00000036117","+","ANKRD35","chr1",104487179,104487703,NA,NA,7.91606825179e-06,3.27603439959e-05,"0.0,0.0,0.0,0.0","0.374,0.323,0.067,0.193","RI","1","ANKRD35",0.0871524815533981,0.134234112770724,0.146001216430172,0.182636,0.188963564002987,0.0745698095593727,0.126227,0.14368949051531,0.137505952688574,0.133362466019417,NA,"Macaca_fascicularis","testis","GSE125483"
"2548","ENSMFAG00000036128","+","CDC123","chr9",12692551,12692697,12693872,12693901,0.000528212822373,0.00350745379831,"0.65,0.659,0.696,0.822","0.799,0.79,0.774,0.851","MXE","9","CDC123",24.4365438623279,24.2038602859825,23.9311021670839,23.3371172027534,24.4981409436796,23.8094988886108,25.5562892177722,23.8599676989987,23.9771558795369,24.4309741872653,NA,"Macaca_fascicularis","testis","GSE125483"
"2549","ENSMFAG00000036128","+","CDC123","chr9",12652633,12652705,NA,NA,8.57252085584e-06,0.000843443998299,"0.943,0.966,0.969,0.949","1.0,1.0,0.987,1.0","SE","9","CDC123",24.4365438623279,24.2038602859825,23.9311021670839,23.3371172027534,24.4981409436796,23.8094988886108,25.5562892177722,23.8599676989987,23.9771558795369,24.4309741872653,NA,"Macaca_fascicularis","testis","GSE125483"
"2550","ENSMFAG00000036145","-","CALML4","chr7",45901032,45901221,45903159,45903300,0.000517177975705,0.00345170122178,"0.0,0.008,0.212,0.314","0.25,0.221,0.25,0.182","MXE","7","CALML4",4.95686318430034,5.49853063651877,5.757384,6.13812855119454,6.85369003754266,6.136024,5.062973,7.29864153071672,5.58772659300341,6.33783214206485,NA,"Macaca_fascicularis","testis","GSE125483"
"2551","ENSMFAG00000036146","+","SPEF2","chr6",36179079,36180245,NA,NA,0.000385008064774,0.0136975007469,"0.633,0.398,0.446,1.0","1.0,1.0,1.0,0.775","SE","6","SPEF2",15.504369574043,15.0691343353525,13.9271791814667,13.5283006990592,13.4036378543627,14.0422245592215,14.1522629443227,14.3378058841346,14.5072459474803,13.9839828105104,NA,"Macaca_fascicularis","testis","GSE125483"
"2552","ENSMFAG00000036148","+","NRDC","chr1",175744591,175744754,175748074,175748106,7.70836930952e-08,1.04763746525e-06,"0.002,0.001,0.554,0.555","0.57,0.542,0.551,0.516","MXE","1","NRDC",228.182759238931,229.378520780114,211.813748096463,203.696281177096,211.310037417264,210.323322327727,217.978402639129,209.31859529112,218.267827323151,212.23258941881,NA,"Macaca_fascicularis","testis","GSE125483"
"2553","ENSMFAG00000036148","+","NRDC","chr1",175703287,175703421,NA,NA,1.76885223135e-07,4.68639283944e-05,"0.077,0.077,0.167,0.16","0.165,0.164,0.182,0.163","SE","1","NRDC",228.182759238931,229.378520780114,211.813748096463,203.696281177096,211.310037417264,210.323322327727,217.978402639129,209.31859529112,218.267827323151,212.23258941881,NA,"Macaca_fascicularis","testis","GSE125483"
"2554","ENSMFAG00000036157","+","CCNI","chr5",57445267,57445408,57445861,57446092,4.60187443707e-13,1.82418999939e-11,"0.006,0.0,0.268,0.23","0.232,0.264,0.287,0.271","MXE","5","CCNI",25.42387,22.887415,19.951265,21.439871,18.051495,21.320124,23.168604,20.720409,22.42560525,20.815158,NA,"Macaca_fascicularis","testis","GSE125483"
"2555","ENSMFAG00000036163","-","COL7A1","chr2",103692537,103692573,NA,NA,0.00128594892347,0.0340493881121,"0.922,0.906,1.0,1.0","1.0,0.949,1.0,0.929","SE","2","COL7A1",11.306273,12.277329,14.793603,15.316793,16.149881,13.709431,14.023162,12.15388,13.4234995,14.0090885,NA,"Macaca_fascicularis","testis","GSE125483"
"2556","ENSMFAG00000036168","-","DAAM2","chr4",130861431,130861596,NA,NA,0.000358356804659,0.0130360068395,"0.273,0.091,1.0,1.0","1.0,1.0,0.376,1.0","SE","4","DAAM2",0.774899003880738,0.775021953809749,0.751807895220066,0.943214086512068,0.835058629058211,0.657976249787033,0.725353031897776,0.716602854141032,0.811235734855655,0.733747691221013,NA,"Macaca_fascicularis","testis","GSE125483"
"2557","ENSMFAG00000036172","+","XIAP","chrX",120638357,120639266,NA,NA,0.00196654635708,0.0468979530543,"0.723,0.395,1.0,0.753","1.0,0.887,1.0,1.0","SE","X","XIAP",1.24167672103457,1.05869847849037,0.905368080496173,0.676478329374505,1.05728363341251,1.11968280548958,1.01154290182106,1.02843256980734,0.970555402348904,1.05423547763262,NA,"Macaca_fascicularis","testis","GSE125483"
"2558","ENSMFAG00000036173","-","BRAP","chr11",115318557,115318706,115323716,115323830,1.32743041004e-07,1.72780587575e-06,"0.985,0.983,0.604,0.621","0.62,0.674,0.612,0.672","MXE","11","BRAP",47.919006,48.659103,47.145332,45.817757,45.64304,46.232128,48.639179,47.725468,47.3852995,47.05995375,NA,"Macaca_fascicularis","testis","GSE125483"
"2559","ENSMFAG00000036173","-","BRAP","chr11",115312825,115312901,115323716,115323830,0.00544599421105,0.026059592784,"0.395,0.404,0.453,0.45","0.465,0.519,0.459,0.465","MXE","11","BRAP",47.919006,48.659103,47.145332,45.817757,45.64304,46.232128,48.639179,47.725468,47.3852995,47.05995375,NA,"Macaca_fascicularis","testis","GSE125483"
"2560","ENSMFAG00000036182","-","CPLANE1","chr6",37564266,37564391,37565666,37565834,0,0,"0.995,0.995,0.763,0.779","0.763,0.763,0.75,0.786","MXE","6","CPLANE1",54.2277810210687,52.3981954671756,46.6627695554198,51.1972994363359,46.414898999084,51.0267451346565,48.954632700458,50.4069955603053,51.12151137,49.200818098626,NA,"Macaca_fascicularis","testis","GSE125483"
"2561","ENSMFAG00000036182","-","CPLANE1","chr6",37584983,37585148,37590545,37590633,0.010079790479,0.041842525729,"0.549,0.603,0.468,0.49","0.421,0.468,0.412,0.523","MXE","6","CPLANE1",54.2277810210687,52.3981954671756,46.6627695554198,51.1972994363359,46.414898999084,51.0267451346565,48.954632700458,50.4069955603053,51.12151137,49.200818098626,NA,"Macaca_fascicularis","testis","GSE125483"
"2562","ENSMFAG00000036182","-","CPLANE1","chr6",37581744,37581775,37584983,37585148,0.0123001616641,0.0481020896169,"0.432,0.427,0.58,0.57","0.612,0.59,0.598,0.531","MXE","6","CPLANE1",54.2277810210687,52.3981954671756,46.6627695554198,51.1972994363359,46.414898999084,51.0267451346565,48.954632700458,50.4069955603053,51.12151137,49.200818098626,NA,"Macaca_fascicularis","testis","GSE125483"
"2563","ENSMFAG00000036190","+","DCAF12","chr15",45021348,45021603,NA,NA,0.000556957886061,0.0181176093409,"0.923,0.919,0.973,0.966","0.965,0.959,0.973,0.959","SE","15","DCAF12",115.501945,116.633759,127.286346,127.03508,127.52047,124.215378,120.372604,119.877129,121.6142825,122.99639525,NA,"Macaca_fascicularis","testis","GSE125483"
"2564","ENSMFAG00000036197","+","DEPDC1","chr1",158842599,158843451,NA,NA,1.52905749802e-05,0.00127363539324,"0.85,0.828,1.0,0.932","1.0,1.0,0.982,1.0","SE","1","DEPDC1",7.04924059264706,6.65105439264706,5.709016,5.34507109779412,5.926466,6.468084,7.30947563602941,6.360031,6.18859552077206,6.51601415900735,NA,"Macaca_fascicularis","testis","GSE125483"
"2565","ENSMFAG00000036202","+","LIG3","chr16",31351638,31352189,NA,NA,7.8241618282e-05,0.00424299182743,"0.697,0.66,0.947,0.926","0.981,0.915,0.938,0.935","SE","16","LIG3",24.1160010890717,23.8155589266745,25.4676278063455,25.3881099095182,23.9808798956522,24.0188069212691,23.8051365607521,23.7427351081081,24.6968244329025,23.8868896214454,NA,"Macaca_fascicularis","testis","GSE125483"
"2566","ENSMFAG00000036228","+","SIVA1","chr7",170144026,170144221,NA,NA,2.62781683846e-06,0.000353358785439,"0.929,0.933,0.964,0.991","0.996,0.989,0.961,0.963","SE","7","SIVA1",28.0452884448183,31.837283025572,33.2661403021534,29.8640328061911,36.1371832005384,33.2520299078062,31.9767303694482,31.6392230100942,30.7531861446837,33.2512916219717,NA,"Macaca_fascicularis","testis","GSE125483"
"2567","ENSMFAG00000036294","-","MAPK4","chr18",31010363,31010577,NA,NA,8.36701861684e-07,0.000152689410277,"1.0,0.493,0.636,0.846","1.0,1.0,1.0,1.0","SE","18","MAPK4",1.93761695982143,2.05533744642857,2.24779199107143,2.41402579464286,1.97553030357143,2.18062942857143,2.05627441071429,2.10352733035714,2.16369304799107,2.07899036830357,NA,"Macaca_fascicularis","testis","GSE125483"
"2568","ENSMFAG00000036296","-","PRKAA1","chr6",41247479,41247567,41249820,41249965,0.0116132285971,0.0461372450944,"0.374,0.348,0.483,0.433","0.472,0.48,0.47,0.457","MXE","6","PRKAA1",188.268009816533,182.324346728533,181.100046354667,155.980981821333,168.2391359856,181.9785487408,174.587423189333,184.7916792832,176.918346180266,177.399196799733,NA,"Macaca_fascicularis","testis","GSE125483"
"2569","ENSMFAG00000036304","+","YIPF1","chr1",173558221,173558404,173564544,173564642,0.0129072984432,0.0498405717039,"0.458,0.473,0.559,0.542","0.598,0.554,0.542,0.57","MXE","1","YIPF1",59.4728305002614,60.583999254574,62.1810827584945,62.907643250392,60.2273540559331,62.9474276110821,59.4002573800314,66.0390270632514,61.2863889409305,62.1535165275745,NA,"Macaca_fascicularis","testis","GSE125483"
"2570","ENSMFAG00000036322","-","SLC25A39","chr16",56115570,56115638,56116311,56116421,5.81867887206e-13,2.24695477476e-11,"0.008,0.014,0.3,0.307","0.318,0.298,0.284,0.256","MXE","16","SLC25A39",204.851874325469,226.916747574868,282.991108334136,307.792773560905,302.397834882523,273.448690123736,244.220680111218,263.503265844006,255.638125948845,270.892617740371,NA,"Macaca_fascicularis","testis","GSE125483"
"2571","ENSMFAG00000036338","+","KAT7","chr16",35192503,35192743,35198665,35198748,5.80982667753e-07,6.74803953167e-06,"0.011,0.014,0.563,0.542","0.534,0.531,0.526,0.531","MXE","16","KAT7",57.597900341104,56.580153846463,52.2750739874062,59.9101231615756,83.5807267494641,89.4315249702572,88.5211955844051,60.5819633536977,56.5908128341372,80.528852664456,NA,"Macaca_fascicularis","testis","GSE125483"
"2572","ENSMFAG00000036341","+","SEC11A","chr7",65104246,65104366,65113130,65113188,3.16315792311e-05,0.000272000391663,"0.032,0.034,0.377,0.452","0.412,0.377,0.401,0.322","MXE","7","SEC11A",26.1230618093385,23.3076205808783,25.4125032406893,27.4379485264036,28.1812641183991,26.4600150555864,29.6546295730962,30.1732991178432,25.5702835393274,28.6173019662312,NA,"Macaca_fascicularis","testis","GSE125483"
"2573","ENSMFAG00000036343","-","WDR61","chr7",56631502,56631595,56633765,56633859,3.15958370578e-11,8.62188078507e-10,"0.999,1.0,0.789,0.802","0.796,0.831,0.813,0.849","MXE","7","WDR61",33.4928229597156,32.4671788767772,31.2880815450237,30.3252463317536,36.3329229383886,33.8179138483412,35.9226500189573,32.4679997535545,31.8933324283175,34.6353716398104,NA,"Macaca_fascicularis","testis","GSE125483"
"2574","ENSMFAG00000036347","-","HUWE1","chrX",52635930,52636006,NA,NA,0.00102422667637,0.0286913944119,"0.092,0.053,0.42,0.244","0.326,0.403,0.707,0.403","SE","X","HUWE1",12.8377720010343,12.4314298755689,12.2481335872466,14.213408086626,12.0739050203248,12.4800963026996,11.5425898305751,11.8446573075093,12.932685887619,11.9853121152772,NA,"Macaca_fascicularis","testis","GSE125483"
"2575","ENSMFAG00000036347","-","HUWE1","chrX",52635930,52636006,NA,NA,0.000624090730088,0.0196053645066,"0.376,0.842,1.0,0.491","0.659,1.0,0.659,1.0","SE","X","HUWE1",12.8377720010343,12.4314298755689,12.2481335872466,14.213408086626,12.0739050203248,12.4800963026996,11.5425898305751,11.8446573075093,12.932685887619,11.9853121152772,NA,"Macaca_fascicularis","testis","GSE125483"
"2576","ENSMFAG00000036347","-","HUWE1","chrX",52635016,52635115,52635930,52636006,0.0111357208837,0.0448557810038,"0.035,0.046,0.041,0.041","0.082,0.089,0.063,0.109","MXE","X","HUWE1",12.8377720010343,12.4314298755689,12.2481335872466,14.213408086626,12.0739050203248,12.4800963026996,11.5425898305751,11.8446573075093,12.932685887619,11.9853121152772,NA,"Macaca_fascicularis","testis","GSE125483"
"2577","ENSMFAG00000036348","-","PTPA","chr15",10009867,10009985,10012316,10012442,6.87319856585e-09,1.13810162961e-07,"0.989,0.99,0.635,0.677","0.704,0.699,0.652,0.698","MXE","15","PTPA",58.5802864938964,60.9592339673375,68.2780251511052,70.4997494124051,71.9845857014187,65.4982785724183,63.7368760673045,64.9072487476081,64.5793237561861,66.5317472721874,NA,"Macaca_fascicularis","testis","GSE125483"
"2578","ENSMFAG00000036348","-","PTPA","chr15",10009867,10009985,10012316,10012442,4.41019443187e-11,1.13397259778e-09,"0.999,1.0,0.637,0.677","0.704,0.699,0.652,0.698","MXE","15","PTPA",58.5802864938964,60.9592339673375,68.2780251511052,70.4997494124051,71.9845857014187,65.4982785724183,63.7368760673045,64.9072487476081,64.5793237561861,66.5317472721874,NA,"Macaca_fascicularis","testis","GSE125483"
"2579","ENSMFAG00000036348","-","PTPA","chr15",10012316,10012442,10018833,10018920,0,0,"0.0,0.0,0.156,0.114","0.112,0.146,0.15,0.168","MXE","15","PTPA",58.5802864938964,60.9592339673375,68.2780251511052,70.4997494124051,71.9845857014187,65.4982785724183,63.7368760673045,64.9072487476081,64.5793237561861,66.5317472721874,NA,"Macaca_fascicularis","testis","GSE125483"
"2580","ENSMFAG00000036354","-","ACBD6","chr1",38370776,38370882,38387669,38387752,2.29150032283e-13,9.78797995037e-12,"0.992,0.993,0.658,0.697","0.663,0.693,0.67,0.721","MXE","1","ACBD6",141.060974,144.373795,146.771088,143.545624,147.089951,139.765305,142.63884,149.744415,143.93787025,144.80962775,NA,"Macaca_fascicularis","testis","GSE125483"
"2581","ENSMFAG00000036363","+","HDAC11","chr2",144544086,144544187,144558454,144558571,3.95128374464e-13,1.57225035695e-11,"0.996,0.999,0.774,0.751","0.716,0.776,0.812,0.814","MXE","2","HDAC11",56.576355179848,60.0275835136504,70.2535855854208,66.3981808271883,70.7455735229384,63.5934090337743,62.297927301154,60.4183438148044,63.3139262765269,64.2638134181678,NA,"Macaca_fascicularis","testis","GSE125483"
