,id,strand,symbol.x,chr.x,as_site1,as_site2,as_site3,as_site4,as_pvalue,IncLevel1,IncLevel2,as_type,female,male,..files.brain_mean_female,..files.brain_mean_male,Remark,Organism,Tissue,GEO_accession
1204,ENSCAFG00000012686,+,CCDC157,chr26,23517864,23518004,NA,NA,0.000174534,"1.0,1.0,1.0","0.647,0.979,1.0",SE,"2.295957,2.678998,2.136363","2.42127,2.373637,0.966439",2.370439333,1.920448667,NA,dog,brain,GSE125483
1205,ENSCAFG00000012694,-,ANK3,chr4,12373615,12373639,NA,NA,1.64222E-05,"0.34,0.393,0.094","0.106,0.004,0.23",SE,"24.7865338756653,20.0383617604067,21.3861195554797","18.9271219036441,26.7493263450935,35.2468871568172",22.0703384,26.97444514,NA,dog,brain,GSE125483
1206,ENSCAFG00000012706,+,MRPL11,chr18,50890604,50890795,50891180,50891276,2.80672E-05,"0.022,0.317,0.14","0.03,0.03,0.121",MXE,"46.566013,52.562862,39.7854","56.194092,40.722763,40.354565",46.30475833,45.75714,NA,dog,brain,GSE125483
1207,ENSCAFG00000012730,+,IQCG,chr33,28755872,28756087,NA,NA,4.27786E-06,"0.888,1.0,1.0","0.77,0.512,0.635",SE,"1.86362667002824,1.65784900443727,1.61620079790238","2.13751138846309,1.56581324566357,1.99891904235579",1.712558824,1.900747892,NA,dog,brain,GSE125483
1208,ENSCAFG00000012732,-,KLHDC9,chr38,21368561,21368760,NA,NA,0.000105112,"0.948,1.0,0.985","0.943,0.864,1.0",SE,"15.3683554490072,22.6974824616426,12.40489125","14.8022532152527,15.7535964598375,7.17641240523466",16.82357639,12.57742069,NA,dog,brain,GSE125483
1209,ENSCAFG00000012735,-,LRCH3,chr33,28822736,28822790,NA,NA,8.39549E-05,"1.0,1.0,1.0","0.906,0.909,1.0",SE,"6.308409796875,4.66977121792763,6.56251270038377","4.47273338733553,9.06020259594298,9.32603933881579",5.846897905,7.619658441,NA,dog,brain,GSE125483
1210,ENSCAFG00000012736,-,NIT1,chr38,21354342,21354597,NA,NA,8.33808E-05,"0.937,1.0,0.977","0.931,0.863,0.913",SE,"25.8844715465995,27.0906847506297,24.7497728413098","29.8715560730479,23.4404597959698,21.4042132372796",25.90830971,24.9054097,NA,dog,brain,GSE125483
1211,ENSCAFG00000012752,-,FAM53B,chr28,33962106,33962329,34005134,34005913,7.54553E-08,"0.844,0.676,0.689","1.0,0.911,0.952",MXE,"6.62729208405463,7.74329030121177,6.6501004231583","7.46603987286016,12.802342016734,3.95118054125793",7.006894269,8.073187477,NA,dog,brain,GSE125483
1212,ENSCAFG00000012754,-,UFC1,chr38,21339939,21339408,NA,NA,0.000199347,"1.0,1.0,1.0","0.485,0.695,1.0",A5SS,"19.3676505380761,21.6301872189379,19.3427609138277","22.0226390160321,19.6336284063126,19.3993155200401",20.11353289,20.35186098,NA,dog,brain,GSE125483
1213,ENSCAFG00000012754,-,UFC1,chr38,21339623,21339939,NA,NA,0.001314809,"0.0,0.09,0.165","0.0,0.0,0.197",RI,"19.3676505380761,21.6301872189379,19.3427609138277","22.0226390160321,19.6336284063126,19.3993155200401",20.11353289,20.35186098,NA,dog,brain,GSE125483
1214,ENSCAFG00000012767,+,RUBCN,chr33,28997567,28997642,NA,NA,0.000216069,"0.85,1.0,1.0","0.829,0.725,0.802",SE,"11.1751451490964,8.33215804743976,8.79824969754016","7.64392710115462,14.5963105120482,11.7626515800703",9.435184298,11.3342964,NA,dog,brain,GSE125483
1215,ENSCAFG00000012789,-,PTPRO,chr27,31190324,31190598,NA,NA,0.000277308,"0.738,0.875,1.0","0.936,1.0,1.0",SE,"5.45672509255612,4.52933609176841,5.93854267684128","4.98515486904293,7.47571978968098,7.78260793737692",5.308201287,6.747827532,NA,dog,brain,GSE125483
1216,ENSCAFG00000012823,-,STRN3,chr8,10264837,10264948,NA,NA,2.01891E-05,"1.0,1.0,1.0","0.577,0.8,1.0",SE,"12.4722706878287,12.3151494537941,12.6117903159279","10.2560753602554,14.5695572528174,16.6021738189331",12.46640349,13.80926881,NA,dog,brain,GSE125483
1217,ENSCAFG00000012890,+,HAT1,chr36,16334116,16334645,NA,NA,2.1078E-10,"0.002,0.171,0.145","0.001,0.0,0.115",SE,"10.3973792643678,11.4836407576212,12.4391472943528","11.9909967456272,12.7128650554723,17.4878608495752",11.44005577,14.06390755,NA,dog,brain,GSE125483
1218,ENSCAFG00000012891,+,PARD3B,chr37,13853397,13853513,13889427,13889472,0.003845183,"0.925,1.0,0.756","1.0,0.677,1.0",MXE,"0.993188452848723,0.694063406090373,1.28815233104126","0.79818246935167,1.75727254990177,1.02680451532416",0.991801397,1.194086512,NA,dog,brain,GSE125483
1219,ENSCAFG00000012958,+,HEXD,chrJH373243.1,43423,43607,NA,NA,1.04238E-07,"0.979,1.0,1.0","0.765,0.808,1.0",SE,"5.45987294507187,6.20337100410678,5.08293153131417","5.52796048665298,5.32620621457906,2.4859050349076",5.582058493,4.446690579,NA,dog,brain,GSE125483
1220,ENSCAFG00000012958,+,HEXD,chrJH373243.1,46896,46998,NA,NA,0.000570418,"0.973,0.952,1.0","0.898,0.921,0.787",SE,"5.45987294507187,6.20337100410678,5.08293153131417","5.52796048665298,5.32620621457906,2.4859050349076",5.582058493,4.446690579,NA,dog,brain,GSE125483
1221,ENSCAFG00000012992,-,SDHC,chr38,21193643,21193700,NA,NA,7.04092E-07,"0.927,0.982,0.993","0.526,0.581,0.973",SE,"56.8595503757993,57.6167224835219,62.9676757520905","62.3957943526808,53.0159273502213,64.7864083536645",59.14798287,60.06604335,NA,dog,brain,GSE125483
1222,ENSCAFG00000012999,-,PPIP5K1,chr30,10409802,10409893,NA,NA,2.08137E-05,"1.0,1.0,1.0","0.953,0.935,0.902",SE,"15.255929428455,19.9470736145536,14.1114718834081","12.8095798964533,19.8506337176926,19.3120425311863",16.43815831,17.32408538,NA,dog,brain,GSE125483
1223,ENSCAFG00000012999,-,PPIP5K1,chr30,10402111,10402294,NA,NA,1.71922E-09,"1.0,1.0,1.0","0.648,0.482,0.606",SE,"15.255929428455,19.9470736145536,14.1114718834081","12.8095798964533,19.8506337176926,19.3120425311863",16.43815831,17.32408538,NA,dog,brain,GSE125483
1224,ENSCAFG00000012999,-,PPIP5K1,chr30,10406609,10406735,NA,NA,4.10234E-08,"1.0,1.0,1.0","0.789,0.781,0.866",SE,"15.255929428455,19.9470736145536,14.1114718834081","12.8095798964533,19.8506337176926,19.3120425311863",16.43815831,17.32408538,NA,dog,brain,GSE125483
1225,ENSCAFG00000013007,-,ADH5,chr32,21249901,21250040,NA,NA,0.000855821,"1.0,1.0,1.0","0.977,0.976,1.0",SE,"28.218401,42.639866,45.164165","50.707272,59.181541,39.998833",38.674144,49.96254867,NA,dog,brain,GSE125483
1226,ENSCAFG00000013040,+,NA,chr24,47248158,47248237,NA,NA,0.000247288,"0.0,0.166,0.165","0.0,0.0,0.321",RI,"5.56669922355335,10.9189868399638,7.84540605650995","7.41766265167269,9.55957411799277,4.08468434290235",8.11036404,7.020640371,NA,dog,brain,GSE125483
1227,ENSCAFG00000013057,-,MAP3K15,chrX,15356831,15357057,NA,NA,0.00053892,"1.0,1.0,1.0","0.589,0.418,1.0",SE,"9.09830956572496,8.64750905907074,9.13346083819753","11.3522305918749,8.13780857623161,10.9318117791268",8.959759821,10.14061698,NA,dog,brain,GSE125483
1228,ENSCAFG00000013058,-,DUSP12,chr38,20917259,20917356,20918145,20918259,0.000196116,"0.983,0.802,0.77","0.98,0.999,0.75",MXE,"31.1732375109718,31.4470491462905,27.0116529367816","34.6612121718913,29.2247507836991,35.2317258557994",29.8773132,33.0392296,NA,dog,brain,GSE125483
1229,ENSCAFG00000013059,+,SLC2A4RG,chr24,47275563,47275670,NA,NA,1.47056E-05,"0.001,0.084,0.083","0.002,0.001,0.0",RI,"11.9218745529935,11.745945046521,13.7703465898058","16.362688638754,14.9512334304207,4.32863500809061",12.47938873,11.88085236,NA,dog,brain,GSE125483
1230,ENSCAFG00000013060,+,PDK1,chr36,16941562,16941676,NA,NA,0.000535995,"0.987,0.966,0.977","0.973,0.941,0.974",SE,"23.863897,16.803009,23.377537","18.952467,24.091597,32.113785",21.34814767,25.05261633,NA,dog,brain,GSE125483
1231,ENSCAFG00000013085,+,HMGCL,chr2,75696429,75696578,NA,NA,0.000204647,"1.0,1.0,0.991","1.0,0.936,1.0",SE,"51.9724400400364,65.557022,63.5625777470428","63.709205388535,55.8154051282985,45.1300059126479",60.36401326,54.88487214,NA,dog,brain,GSE125483
1232,ENSCAFG00000013085,+,HMGCL,chr2,75700255,75700444,NA,NA,7.12312E-05,"1.0,1.0,0.993","1.0,0.924,1.0",SE,"51.9724400400364,65.557022,63.5625777470428","63.709205388535,55.8154051282985,45.1300059126479",60.36401326,54.88487214,NA,dog,brain,GSE125483
1233,ENSCAFG00000013085,+,HMGCL,chr2,75694015,75694123,75695191,75695287,0.000357237,"0.98,0.706,0.739","0.983,0.979,0.76",MXE,"51.9724400400364,65.557022,63.5625777470428","63.709205388535,55.8154051282985,45.1300059126479",60.36401326,54.88487214,NA,dog,brain,GSE125483
1234,ENSCAFG00000013085,+,HMGCL,chr2,75695191,75695287,75700255,75700444,0.001267397,"0.599,0.464,0.473","0.586,0.666,0.611",MXE,"51.9724400400364,65.557022,63.5625777470428","63.709205388535,55.8154051282985,45.1300059126479",60.36401326,54.88487214,NA,dog,brain,GSE125483
1235,ENSCAFG00000013100,-,NCBP2,chr33,29947317,29948881,NA,NA,0.001184022,"0.024,0.439,0.315","0.027,0.021,0.291",SE,"31.1903156281305,34.2374587179357,26.3394840151783","33.0224719241083,26.6487646858082,21.8090570440172",30.58908612,27.16009788,NA,dog,brain,GSE125483
1236,ENSCAFG00000013101,-,MAP7D2,chrX,15961804,15961870,NA,NA,0.000346425,"0.941,1.0,0.886","0.914,0.864,0.859",SE,"78.1039321978287,74.9213809843184,59.1144287696019","64.1279851314837,75.1844501544029,99.5149376188179",70.71324732,79.6091243,NA,dog,brain,GSE125483
1237,ENSCAFG00000013101,-,MAP7D2,chrX,15961804,15961903,NA,NA,0.000288731,"0.931,1.0,0.883","0.896,0.851,0.81",SE,"78.1039321978287,74.9213809843184,59.1144287696019","64.1279851314837,75.1844501544029,99.5149376188179",70.71324732,79.6091243,NA,dog,brain,GSE125483
1238,ENSCAFG00000013108,-,AP3B2,chr3,54514225,54514332,NA,NA,2.09483E-05,"0.995,1.0,0.987","0.965,0.979,0.981",SE,"50.2478000441826,54.0116921584263,33.3056021201347","36.3089952390069,40.1080538506207,27.9477888169577",45.85503144,34.7882793,NA,dog,brain,GSE125483
1239,ENSCAFG00000013120,-,ZNF512B,chr24,47415105,47415125,47416229,47416246,1.82512E-05,"1.0,0.964,1.0","0.948,0.921,1.0",MXE,"11.363840443223,15.6291748266092,11.8934481735041","12.3919591341795,15.9368657446736,6.77550503252493",12.96215448,11.7014433,NA,dog,brain,GSE125483
1240,ENSCAFG00000013120,-,ZNF512B,chr24,47416229,47416246,NA,NA,6.28454E-06,"0.988,1.0,1.0","0.966,0.873,1.0",SE,"11.363840443223,15.6291748266092,11.8934481735041","12.3919591341795,15.9368657446736,6.77550503252493",12.96215448,11.7014433,NA,dog,brain,GSE125483
1241,ENSCAFG00000013120,-,ZNF512B,chr24,47416229,47416246,NA,NA,0.000462731,"1.0,1.0,1.0","0.919,0.916,1.0",SE,"11.363840443223,15.6291748266092,11.8934481735041","12.3919591341795,15.9368657446736,6.77550503252493",12.96215448,11.7014433,NA,dog,brain,GSE125483
1242,ENSCAFG00000013122,-,MAGI3,chr17,62059361,62059452,NA,NA,0.001344967,"0.994,1.0,0.925","1.0,0.922,0.968",SE,"12.9251494673478,15.8604428269231,12.0232004405048","9.27597012419872,12.7472883066907,19.0590470486779",13.60293091,13.69410183,NA,dog,brain,GSE125483
1243,ENSCAFG00000013122,-,MAGI3,chr17,62088885,62089074,NA,NA,0.000191693,"1.0,1.0,1.0","0.96,0.89,1.0",SE,"12.9251494673478,15.8604428269231,12.0232004405048","9.27597012419872,12.7472883066907,19.0590470486779",13.60293091,13.69410183,NA,dog,brain,GSE125483
1244,ENSCAFG00000013122,-,MAGI3,chr17,62083384,62083570,NA,NA,0.000111495,"1.0,1.0,1.0","0.948,0.875,1.0",SE,"12.9251494673478,15.8604428269231,12.0232004405048","9.27597012419872,12.7472883066907,19.0590470486779",13.60293091,13.69410183,NA,dog,brain,GSE125483
1245,ENSCAFG00000013140,+,MAP3K20,chr36,17422579,17422644,NA,NA,3.37786E-07,"0.0,0.0,0.0","0.0,0.067,0.066",SE,"6.72072081833287,5.44934854749377,6.98349227803932","5.90803935918028,6.88979592135143,10.6576976516201",6.384520548,7.818510977,NA,dog,brain,GSE125483
1246,ENSCAFG00000013152,+,D2HGDH,chr25,51567115,51567259,NA,NA,3.82182E-08,"1.0,1.0,0.959","0.852,0.849,1.0",SE,"8.521642,10.41111,10.273757","10.891424,11.297819,4.825476",9.735503,9.004906333,NA,dog,brain,GSE125483
1247,ENSCAFG00000013160,+,NPL,chr7,16217087,16217172,16219859,16219899,1.41396E-07,"0.021,0.262,0.271","0.0,0.017,0.056",MXE,"9.55552507663897,12.6103465992613,14.0054079824561","13.055773810711,7.76639111634349,9.01720738965836",12.05709322,9.946457439,NA,dog,brain,GSE125483
1248,ENSCAFG00000013203,-,EAPP,chr8,13384748,13384862,NA,NA,0.001167192,"0.974,1.0,1.0","0.953,0.962,0.979",SE,"45.641518,46.18346,42.311092","49.413086,49.650581,59.534359",44.71202333,52.86600867,NA,dog,brain,GSE125483
1249,ENSCAFG00000013203,-,EAPP,chr8,13389899,13390017,NA,NA,5.49886E-06,"0.978,0.985,1.0","0.927,0.94,0.94",SE,"45.641518,46.18346,42.311092","49.413086,49.650581,59.534359",44.71202333,52.86600867,NA,dog,brain,GSE125483
1250,ENSCAFG00000013203,-,EAPP,chr8,13384748,13384862,NA,NA,2.104E-05,"0.986,0.991,1.0","0.953,0.963,0.962",SE,"45.641518,46.18346,42.311092","49.413086,49.650581,59.534359",44.71202333,52.86600867,NA,dog,brain,GSE125483
1251,ENSCAFG00000013203,-,EAPP,chr8,13384748,13384862,NA,NA,9.52093E-05,"0.974,0.986,0.979","0.944,0.942,0.977",SE,"45.641518,46.18346,42.311092","49.413086,49.650581,59.534359",44.71202333,52.86600867,NA,dog,brain,GSE125483
1252,ENSCAFG00000013203,-,EAPP,chr8,13393327,13393509,NA,NA,0.000329795,"0.914,1.0,1.0","0.852,0.896,0.967",SE,"45.641518,46.18346,42.311092","49.413086,49.650581,59.534359",44.71202333,52.86600867,NA,dog,brain,GSE125483
1253,ENSCAFG00000013211,-,HSD17B7,chr38,19984925,19985030,NA,NA,0.000525647,"1.0,1.0,1.0","0.478,1.0,1.0",SE,"17.7252642805065,12.0592773484267,13.9998758388335","13.1232956792018,21.3151550034536,20.6878254911742",14.59480582,18.37542539,NA,dog,brain,GSE125483
1254,ENSCAFG00000013237,+,SH3GL3,chr3,55293796,55293869,NA,NA,5.38954E-05,"1.0,0.935,1.0","0.928,0.953,0.943",SE,"82.524612,78.634758,74.5401","84.824722,103.767281,103.595284",78.56649,97.39576233,NA,dog,brain,GSE125483
1255,ENSCAFG00000013239,+,SCRN3,chr36,18455805,18455979,18458400,18458582,0.002101368,"0.252,0.301,0.406","0.012,0.142,0.394",MXE,"9.861036,7.238309,9.783257","8.351849,11.059466,14.213789",8.960867333,11.208368,NA,dog,brain,GSE125483
1256,ENSCAFG00000013258,+,SIK3,chr5,16720452,16720632,NA,NA,0.001271325,"0.124,0.39,0.303","0.111,0.124,0.22",A3SS,"34.4887932372716,28.4765896911084,27.8335011344702","27.362029043849,48.0031417619976,27.4995663822168",30.26629469,34.28824573,NA,dog,brain,GSE125483
1257,ENSCAFG00000013268,+,DEPDC5,chr26,24699824,24699851,NA,NA,3.90092E-05,"0.972,0.938,1.0","0.863,0.835,1.0",A3SS,"7.90723861854525,6.6006455991116,6.27719331093837","7.14679246474181,7.64314792115491,7.00027633092726",6.928359176,7.263405572,NA,dog,brain,GSE125483
1258,ENSCAFG00000013292,+,RNASEH2C,chr18,51498713,51498901,NA,NA,3.27869E-05,"1.0,1.0,0.984","0.937,0.95,1.0",SE,"14.151369,15.39134,13.857597","18.872149,16.120314,7.336416",14.46676867,14.10962633,NA,dog,brain,GSE125483
1259,ENSCAFG00000013332,-,ATF2,chr36,19070568,19070747,19075517,19075646,0.001102339,"0.983,0.618,0.732","0.991,0.996,0.636",MXE,"11.3457986939837,10.4423699596435,9.53660473334984","9.95519766650161,12.3723459418173,18.4135613035405",10.44159113,13.5803683,NA,dog,brain,GSE125483
1260,ENSCAFG00000013333,-,NDUFS1,chr37,14698396,14698526,14699797,14699926,0.002336502,"0.998,0.679,0.655","0.994,0.997,0.654",MXE,"77.9191502623783,71.6321263322048,73.1319951658908","67.2000209741854,85.3169889415996,118.467378576809",74.22775725,90.3281295,NA,dog,brain,GSE125483
1261,ENSCAFG00000013354,-,BDH1,chr33,30409893,30410340,NA,NA,0.000393203,"0.002,0.048,0.039","0.001,0.0,0.049",SE,"10.1994305499818,7.6499324431116,9.24951545510723","9.26106740058161,8.93579134641948,9.24232941075972",9.032959483,9.146396053,NA,dog,brain,GSE125483
1262,ENSCAFG00000013361,-,KDM1A,chr2,76328940,76328952,NA,NA,0.000416236,"0.104,0.0,0.02","0.045,0.018,0.0",SE,"26.9584913361176,26.0234706070832,28.8924191192783","25.4046469776144,26.6527187457401,34.5421266211159",27.29146035,28.86649745,NA,dog,brain,GSE125483
1263,ENSCAFG00000013375,+,EFCAB3,chr9,10609816,10609893,NA,NA,0.000985993,"0.779,1.0,0.657","1.0,1.0,1.0",SE,"13.1099949283333,17.9844095383333,17.253460065","13.355115275,17.3392806972222,21.3184583266667",16.11595484,17.3376181,NA,dog,brain,GSE125483
1264,ENSCAFG00000013400,+,BUD13,chr5,16796103,16796188,NA,NA,3.55531E-05,"1.0,1.0,1.0","0.945,0.861,1.0",SE,"4.07757523135755,5.22398213690249,4.13644972313575","5.30995581797323,4.98827007342256,4.92451615755258",4.479335697,5.07424735,NA,dog,brain,GSE125483
1265,ENSCAFG00000013416,+,MTX2,chr36,20122347,20122473,20123773,20123850,7.73021E-05,"0.984,0.84,0.869","0.983,0.99,0.831",MXE,"37.6311865477573,39.9954095340369,31.2354964163588","42.3994239509235,38.2901842765172,48.6200616042216",36.28736417,43.10322328,NA,dog,brain,GSE125483
1266,ENSCAFG00000013427,-,CALY,chr28,40919861,40919975,40920698,40920853,0.002838467,"0.18,0.3,0.251","0.172,0.174,0.221",MXE,"272.308095946312,387.29826177739,183.806984644697","311.341805675687,270.491343195548,84.6800275024007",281.1377808,222.1710588,NA,dog,brain,GSE125483
1267,ENSCAFG00000013438,-,MDH1B,chr37,15272612,15272754,NA,NA,0.000183537,"1.0,1.0,1.0","0.864,0.825,1.0",SE,"1.78820320886427,1.65650434903047,1.94796250304709","1.69300365207756,1.98128132077562,2.21453691855956",1.797556687,1.96294063,NA,dog,brain,GSE125483
1268,ENSCAFG00000013454,-,MOV10,chr17,62876450,62876667,NA,NA,0.000168381,"0.977,1.0,1.0","0.962,0.889,1.0",SE,"4.00244832010082,4.81531662381853,4.94142370006301","3.86182635244697,5.71277981726528,1.4729894089477",4.586396215,3.68253186,NA,dog,brain,GSE125483
1269,ENSCAFG00000013478,-,EDEM3,chr7,17946560,17946644,NA,NA,0.000399886,"1.0,0.913,1.0","1.0,0.807,1.0",SE,"6.4382482654782,5.31032588267887,5.43462862972778","4.27635160081908,6.96229015658877,9.55386076391231",5.727734259,6.930834174,NA,dog,brain,GSE125483
1270,ENSCAFG00000013482,+,CADM1,chr5,18156495,18156576,NA,NA,0.000252499,"0.387,0.357,0.339","1.0,1.0,0.175",SE,"8.9044739870283,5.78141656171384,6.61135953812893","5.60320691941824,6.30940115566038,8.54614804913522",7.099083362,6.819585375,NA,dog,brain,GSE125483
1271,ENSCAFG00000013482,+,CADM1,chr5,18166983,18167016,NA,NA,1.95547E-07,"0.503,0.339,0.429","1.0,1.0,0.447",SE,"8.9044739870283,5.78141656171384,6.61135953812893","5.60320691941824,6.30940115566038,8.54614804913522",7.099083362,6.819585375,NA,dog,brain,GSE125483
1272,ENSCAFG00000013483,-,TMEM120A,chr6,7361009,7361151,7377970,7378074,0.000238052,"0.971,0.398,0.475","0.992,0.99,0.646",MXE,"10.8226983530985,11.3426347209095,11.3252985334374","12.2406372133304,10.7815661576014,8.93808050267499",11.16354387,10.65342796,NA,dog,brain,GSE125483
1273,ENSCAFG00000013483,-,TMEM120A,chr6,7361009,7361151,7377970,7378079,0.000217939,"1.0,0.501,0.61","0.996,0.991,0.692",MXE,"10.8226983530985,11.3426347209095,11.3252985334374","12.2406372133304,10.7815661576014,8.93808050267499",11.16354387,10.65342796,NA,dog,brain,GSE125483
1274,ENSCAFG00000013483,-,TMEM120A,chr6,7361009,7361151,7377970,7378074,0.001329766,"1.0,0.417,0.475","0.992,0.988,0.646",MXE,"10.8226983530985,11.3426347209095,11.3252985334374","12.2406372133304,10.7815661576014,8.93808050267499",11.16354387,10.65342796,NA,dog,brain,GSE125483
1275,ENSCAFG00000013483,-,TMEM120A,chr6,7361009,7361151,7377970,7378079,5.20536E-05,"0.986,0.488,0.61","0.996,0.993,0.692",MXE,"10.8226983530985,11.3426347209095,11.3252985334374","12.2406372133304,10.7815661576014,8.93808050267499",11.16354387,10.65342796,NA,dog,brain,GSE125483
1276,ENSCAFG00000013511,-,REXO2,chr5,18923050,18923159,NA,NA,1.17423E-05,"1.0,0.908,1.0","0.806,0.589,0.954",SE,"27.7937199086758,27.3523609093281,27.919762615786","31.8205439386823,29.4967111748206,37.8833963568167",27.68861448,33.06688382,NA,dog,brain,GSE125483
1277,ENSCAFG00000013511,-,REXO2,chr5,18921652,18921706,NA,NA,0.00014842,"1.0,0.961,1.0","0.989,0.937,0.98",SE,"27.7937199086758,27.3523609093281,27.919762615786","31.8205439386823,29.4967111748206,37.8833963568167",27.68861448,33.06688382,NA,dog,brain,GSE125483
1278,ENSCAFG00000013511,-,REXO2,chr5,18925241,18925319,NA,NA,7.96279E-07,"0.93,0.947,0.988","0.895,0.804,0.882",SE,"27.7937199086758,27.3523609093281,27.919762615786","31.8205439386823,29.4967111748206,37.8833963568167",27.68861448,33.06688382,NA,dog,brain,GSE125483
1279,ENSCAFG00000013516,+,BROX,chr38,16979767,16979863,16981462,16981535,0.001367034,"0.006,0.191,0.175","0.007,0.02,0.172",MXE,"31.3707706202805,32.464073,26.5446306062567","22.7640463570658,33.3856602211435,47.618317",30.12649141,34.58934119,NA,dog,brain,GSE125483
1280,ENSCAFG00000013522,+,AGPS,chr36,21244902,21244960,NA,NA,0.000856501,"0.864,1.0,1.0","0.832,0.739,1.0",SE,"3.98929243215281,3.09265256585754,4.3229627942698","3.22663193076005,5.86174760366096,6.02424293672901",3.801635931,5.037540824,NA,dog,brain,GSE125483
1281,ENSCAFG00000013552,-,SCYL1,chr18,51670150,51670226,NA,NA,0.000145771,"0.992,0.969,1.0","0.974,0.941,1.0",SE,"17.632164,18.604,15.405061","15.568824,14.949202,8.788591",17.21374167,13.10220567,NA,dog,brain,GSE125483
1282,ENSCAFG00000013577,+,EIF3J,chr30,11221475,11221567,11229828,11229990,6.31427E-05,"0.007,0.054,0.067","0.002,0.0,0.051",MXE,"28.1959045365355,24.3490958104241,25.7622021389882","30.0577002621359,28.7121035130301,32.673211038324",26.10240083,30.48100494,NA,dog,brain,GSE125483
1283,ENSCAFG00000013577,+,EIF3J,chr30,11221475,11221567,11227321,11227436,1.99474E-06,"0.013,0.059,0.086","0.0,0.003,0.055",MXE,"28.1959045365355,24.3490958104241,25.7622021389882","30.0577002621359,28.7121035130301,32.673211038324",26.10240083,30.48100494,NA,dog,brain,GSE125483
1284,ENSCAFG00000013577,+,EIF3J,chr30,11227321,11227436,11229828,11229990,7.38771E-05,"0.0,0.304,0.24","0.0,0.001,0.266",MXE,"28.1959045365355,24.3490958104241,25.7622021389882","30.0577002621359,28.7121035130301,32.673211038324",26.10240083,30.48100494,NA,dog,brain,GSE125483
1285,ENSCAFG00000013590,-,C37H2orf80,chr37,16463202,16463315,NA,NA,1.06103E-05,"1.0,1.0,0.948","0.9,0.943,1.0",SE,"2.67325626496117,1.68209797304705,1.26513767633623","1.63637742256738,2.23444717222476,1.49960417428049",1.873497305,1.790142923,NA,dog,brain,GSE125483
1286,ENSCAFG00000013602,-,PBLD,chr4,19521692,19521722,19521808,19521918,0.00226552,"0.958,1.0,1.0","0.899,0.925,1.0",MXE,"2.34712391958042,2.64424819842657,2.65218636975524","2.96937880944056,3.56063266258741,1.86420285839161",2.547852829,2.798071443,NA,dog,brain,GSE125483
1287,ENSCAFG00000013614,+,DTX2,chr6,7607164,7607329,NA,NA,1.55576E-05,"0.836,1.0,1.0","0.321,0.376,1.0",SE,"2.44002569804059,2.28517240447866,2.48039050524843","2.51958966585025,2.87845895556333,1.00227380685794",2.401862869,2.133440809,NA,dog,brain,GSE125483
1288,ENSCAFG00000013679,-,RUFY2,chr4,19593457,19593577,NA,NA,0.000188477,"1.0,0.876,1.0","0.11,0.491,1.0",SE,"14.3850051459503,13.7398082044908,13.5780810866079","12.6160490400962,17.1295052802727,22.2625574374499",13.90096481,17.33603725,NA,dog,brain,GSE125483
1289,ENSCAFG00000013679,-,RUFY2,chr4,19593457,19593577,19596025,19596123,4.42139E-06,"1.0,0.743,0.819","0.993,0.998,0.851",MXE,"14.3850051459503,13.7398082044908,13.5780810866079","12.6160490400962,17.1295052802727,22.2625574374499",13.90096481,17.33603725,NA,dog,brain,GSE125483
1290,ENSCAFG00000013699,-,LRWD1,chr6,7716002,7716119,NA,NA,1.97776E-05,"0.883,1.0,0.925","1.0,0.976,1.0",SE,"11.6487674855252,14.3320082977667,10.0988735512821","12.2742807721257,10.4156525074442,6.3638325471464",12.02654978,9.684588609,NA,dog,brain,GSE125483
1291,ENSCAFG00000013699,-,LRWD1,chr6,7714299,7714518,NA,NA,0.000196168,"0.0,0.072,0.105","0.0,0.0,0.14",RI,"11.6487674855252,14.3320082977667,10.0988735512821","12.2742807721257,10.4156525074442,6.3638325471464",12.02654978,9.684588609,NA,dog,brain,GSE125483
1292,ENSCAFG00000013699,-,LRWD1,chr6,7715406,7715544,7716002,7716119,0.003967452,"0.452,0.371,0.432","0.51,0.551,0.64",MXE,"11.6487674855252,14.3320082977667,10.0988735512821","12.2742807721257,10.4156525074442,6.3638325471464",12.02654978,9.684588609,NA,dog,brain,GSE125483
1293,ENSCAFG00000013723,-,SHF,chr30,11595418,11595559,11597095,11597302,1.08358E-13,"0.985,0.686,0.772","0.995,0.993,1.0",MXE,"12.251707,10.595357,5.965447","9.010329,15.220993,1.46889",9.604170333,8.566737333,NA,dog,brain,GSE125483
1294,ENSCAFG00000013723,-,SHF,chr30,11595418,11595559,11597095,11597302,1.46549E-14,"0.985,0.684,0.772","0.99,1.0,1.0",MXE,"12.251707,10.595357,5.965447","9.010329,15.220993,1.46889",9.604170333,8.566737333,NA,dog,brain,GSE125483
1295,ENSCAFG00000013729,+,OVGP1,chr17,63963242,63963717,NA,NA,0.000136114,"0.0,0.058,0.168","0.0,0.003,0.009",RI,"6.60289688385683,8.97511971986852,8.02292835938641","6.93385553250548,8.02309009203798,7.09683359861213",7.866981654,7.351259741,NA,dog,brain,GSE125483
1296,ENSCAFG00000013740,+,MAP2,chr37,17571141,17574855,17575039,17575246,0.001027191,"0.027,0.454,0.403","0.019,0.023,0.318",MXE,"94.7724860979612,63.9859249537543,61.083746750373","54.1554564241671,87.7541048259572,69.5204026727996",73.28071927,70.47665464,NA,dog,brain,GSE125483
