,id,strand,symbol.x,chr.x,as_site1,as_site2,as_site3,as_site4,as_pvalue,IncLevel1,IncLevel2,as_type,FPKM.SRR8474229,FPKM.SRR8474240,FPKM.SRR8474258,FPKM.SRR8474281,FPKM.SRR8474290,female,m,..files.adrenal_mean_female,..files.adrenal_mean_male,Remark,Organism,Tissue,GEO_accession
479,ENSCAFG00000011923,+,YEATS2,chr34,16722383,16722564,NA,NA,0.000530152,"1.0,0.968,0.907","1.0,1.0",SE,11.39762878,16.294138,13.130336,15.20834384,11.54181668,"11.3976287835463,13.130336,15.2083438415335","16.294138,11.541816684345",13.24543621,9.278651561,NA,dog,adrenal,GSE125483
480,ENSCAFG00000011953,+,PARP15,chr33,25731511,25731645,NA,NA,0.000845239,"0.902,1.0,0.968","1.0,0.86",SE,8.138728703,9.717177,11.08596044,6.207852703,9.355185,"8.13872870267655,11.0859604434054,6.20785270299903","9.717177,9.355185",8.47751395,6.357454,NA,dog,adrenal,GSE125483
481,ENSCAFG00000012014,+,SH3BP4,chr25,46122951,46125308,NA,NA,0.000255723,"1.0,0.853,0.662","0.731,0.433",SE,3.469066308,1.586432626,2.391479389,1.110947169,3.768244785,"3.46906630812151,2.39147938933664,1.11094716883654","1.58643262595578,3.76824478507956",2.323830955,1.78489247,NA,dog,adrenal,GSE125483
482,ENSCAFG00000012043,+,ADAL,chr30,10212147,10212248,NA,NA,1.99E-06,"0.929,0.966,0.897","1.0,1.0",SE,12.27063548,16.7649133,15.56595628,9.391930324,13.2985622,"12.2706354765625,15.5659562845052,9.39193032421875","16.7649133020833,13.2985621979167",12.40950736,10.0211585,NA,dog,adrenal,GSE125483
483,ENSCAFG00000012044,+,ADAMTSL4,chr17,59739201,59739387,NA,NA,9.97E-05,"0.046,0.216,0.0","0.033,0.001",RI,30.75632288,16.53237363,23.04584783,15.65461302,25.23924963,"30.7563228805405,23.045847827027,15.6546130156757","16.5323736302703,25.2392496324324",23.15226124,13.92387442,NA,dog,adrenal,GSE125483
484,ENSCAFG00000012092,+,AGAP1,chr25,46815206,46815365,46848450,46848612,4.77E-06,"0.435,0.247,0.071","0.15,0.0",MXE,7.256298104,5.755859026,7.336998643,17.08379569,7.552361379,"7.2562981039285,7.3369986433174,17.0837956896695","5.75585902598212,7.5523613789233",10.55903081,4.436073468,NA,dog,adrenal,GSE125483
485,ENSCAFG00000012092,+,AGAP1,chr25,46848450,46848612,46883495,46883573,0.00028767,"1.0,0.983,1.0","1.0,0.928",MXE,7.256298104,5.755859026,7.336998643,17.08379569,7.552361379,"7.2562981039285,7.3369986433174,17.0837956896695","5.75585902598212,7.5523613789233",10.55903081,4.436073468,NA,dog,adrenal,GSE125483
486,ENSCAFG00000012092,+,AGAP1,chr25,46848450,46848612,46883495,46883573,0.000377177,"1.0,0.983,1.0","1.0,0.931",MXE,7.256298104,5.755859026,7.336998643,17.08379569,7.552361379,"7.2562981039285,7.3369986433174,17.0837956896695","5.75585902598212,7.5523613789233",10.55903081,4.436073468,NA,dog,adrenal,GSE125483
487,ENSCAFG00000012092,+,AGAP1,chr25,46883495,46883573,NA,NA,3.51E-05,"0.019,0.011,0.018","0.0,0.082",SE,7.256298104,5.755859026,7.336998643,17.08379569,7.552361379,"7.2562981039285,7.3369986433174,17.0837956896695","5.75585902598212,7.5523613789233",10.55903081,4.436073468,NA,dog,adrenal,GSE125483
488,ENSCAFG00000012092,+,AGAP1,chr25,46795313,46795482,46815206,46815365,1.19E-07,"0.707,0.805,0.946","0.906,1.0",MXE,7.256298104,5.755859026,7.336998643,17.08379569,7.552361379,"7.2562981039285,7.3369986433174,17.0837956896695","5.75585902598212,7.5523613789233",10.55903081,4.436073468,NA,dog,adrenal,GSE125483
489,ENSCAFG00000012092,+,AGAP1,chr25,46848450,46848612,NA,NA,1.01E-05,"1.0,0.849,0.865","1.0,1.0",SE,7.256298104,5.755859026,7.336998643,17.08379569,7.552361379,"7.2562981039285,7.3369986433174,17.0837956896695","5.75585902598212,7.5523613789233",10.55903081,4.436073468,NA,dog,adrenal,GSE125483
490,ENSCAFG00000012092,+,AGAP1,chr25,46795313,46795482,46815206,46815365,0.000116144,"0.707,0.841,0.995","0.901,1.0",MXE,7.256298104,5.755859026,7.336998643,17.08379569,7.552361379,"7.2562981039285,7.3369986433174,17.0837956896695","5.75585902598212,7.5523613789233",10.55903081,4.436073468,NA,dog,adrenal,GSE125483
491,ENSCAFG00000012092,+,AGAP1,chr25,46815206,46815365,46883495,46883573,4.75E-06,"1.0,0.959,1.0","1.0,0.817",MXE,7.256298104,5.755859026,7.336998643,17.08379569,7.552361379,"7.2562981039285,7.3369986433174,17.0837956896695","5.75585902598212,7.5523613789233",10.55903081,4.436073468,NA,dog,adrenal,GSE125483
492,ENSCAFG00000012106,+,EMID1,chr26,22566920,22567005,NA,NA,0.000421928,"1.0,1.0,0.781","1.0,1.0",SE,6.497333675,0.786423269,4.775351069,3.668300185,5.496543986,"6.49733367523025,4.77535106931653,3.66830018516723","0.786423269025691,5.49654398642753",4.98032831,2.094322418,NA,dog,adrenal,GSE125483
493,ENSCAFG00000012106,+,EMID1,chr26,22566920,22567005,NA,NA,0.000160911,"1.0,0.827,1.0","1.0,0.629",SE,6.497333675,0.786423269,4.775351069,3.668300185,5.496543986,"6.49733367523025,4.77535106931653,3.66830018516723","0.786423269025691,5.49654398642753",4.98032831,2.094322418,NA,dog,adrenal,GSE125483
494,ENSCAFG00000012118,-,URB2,chr4,9642927,9643066,NA,NA,7.59E-05,"1.0,1.0,0.732","1.0,1.0",SE,4.54341756,8.019280452,6.398737389,7.420177588,6.64379349,"4.54341755950297,6.39873738851943,7.42017758820441","8.01928045222261,6.64379348967448",6.120777512,4.887691314,NA,dog,adrenal,GSE125483
495,ENSCAFG00000012160,+,EWSR1,chr26,22594318,22594349,NA,NA,0.001533085,"1.0,1.0,0.496","1.0,1.0",A5SS,117.6851142,74.70148971,108.6960911,122.0960202,122.4777976,"117.685114248504,108.696091134424,122.096020212605","74.701489706422,122.477797588353",116.1590752,65.7264291,NA,dog,adrenal,GSE125483
496,ENSCAFG00000012171,-,TIAL1,chr28,29747763,29747831,NA,NA,0.000379579,"0.035,0.033,0.067","0.073,0.019",SE,56.35677571,67.04226983,55.41527458,49.59877819,47.41607017,"56.3567757109489,55.4152745781022,49.5987781927007","67.0422698296837,47.4160701673966",53.79027616,38.15278,NA,dog,adrenal,GSE125483
497,ENSCAFG00000012197,-,CCDC14,chr33,27002531,27002848,NA,NA,0.001943364,"0.497,0.513,0.0","0.163,0.0",RI,14.15546817,20.23247884,15.25200686,7.420576934,15.24560459,"14.1554681676856,15.2520068567686,7.42057693362445","20.2324788427948,15.2456045851528",12.27601732,11.82602781,NA,dog,adrenal,GSE125483
498,ENSCAFG00000012239,+,HDDC3,chr3,53310987,53311228,NA,NA,0.000163556,"0.974,1.0,0.928","0.947,0.899",SE,47.38131,24.664785,44.99501,25.972172,39.831944,"47.38131,44.99501,25.972172","24.664785,39.831944",39.44949733,21.49890967,NA,dog,adrenal,GSE125483
499,ENSCAFG00000012269,-,C2CD2L,chr5,14749473,14749596,NA,NA,0.003068604,"0.268,0.442,0.0","0.196,0.0",RI,3.139861857,1.408638126,6.237677669,3.05075644,5.869316771,"3.13986185699553,6.23767766861464,3.05075644035751","1.40863812616019,5.86931677105535",4.142765322,2.425984966,NA,dog,adrenal,GSE125483
500,ENSCAFG00000012317,-,TMEM237,chr37,10697167,10697359,NA,NA,0.000257636,"1.0,0.98,0.882","1.0,1.0",SE,18.016088,33.30227868,21.84813403,14.92461686,22.57533864,"18.0160880014472,21.8481340311143,14.9246168639653","33.3022786801737,22.5753386418234",18.2629463,18.62587244,NA,dog,adrenal,GSE125483
501,ENSCAFG00000012344,-,FASTKD1,chr36,14277615,14278014,NA,NA,0.001009704,"1.0,1.0,1.0","1.0,0.817",SE,4.787145,8.615933,6.610523,3.170207,6.339322,"4.787145,6.610523,3.170207","8.615933,6.339322",4.855958333,4.985085,NA,dog,adrenal,GSE125483
502,ENSCAFG00000012355,+,TATDN3,chr7,10937166,10937229,NA,NA,0.000673956,"0.934,1.0,0.965","1.0,0.836",SE,14.14131645,18.193497,13.096745,8.908796686,13.07854523,"14.1413164452555,13.096745,8.90879668613139","18.193497,13.0785452335766",12.04895271,10.42401408,NA,dog,adrenal,GSE125483
503,ENSCAFG00000012363,+,UBE2F,chr25,48545416,48545487,NA,NA,0.000140825,"1.0,1.0,0.978","1.0,0.928",SE,19.72925158,22.37683395,22.2912545,21.71831735,24.57594628,"19.7292515803571,22.2912544980159,21.7183173482143","22.3768339503968,24.575946280754",21.24627448,15.65092674,NA,dog,adrenal,GSE125483
504,ENSCAFG00000012363,+,UBE2F,chr25,48521362,48521428,48537850,48537918,0.000287951,"0.986,0.966,0.913","0.94,0.991",MXE,19.72925158,22.37683395,22.2912545,21.71831735,24.57594628,"19.7292515803571,22.2912544980159,21.7183173482143","22.3768339503968,24.575946280754",21.24627448,15.65092674,NA,dog,adrenal,GSE125483
505,ENSCAFG00000012374,-,FGFR2,chr28,31383220,31383487,NA,NA,4.78E-05,"0.838,0.772,0.767","0.701,0.592",SE,27.42273555,95.91368557,64.7153092,55.11339356,39.4642322,"27.4227355513949,64.7153092046433,55.113393559633","95.913685574237,39.4642321994009",49.08381277,45.12597259,NA,dog,adrenal,GSE125483
506,ENSCAFG00000012448,+,NOP58,chr37,11265686,11265739,NA,NA,9.51E-06,"0.921,0.964,0.952","1.0,0.997",SE,20.02087825,27.07345935,20.69106761,39.45383827,21.6325304,"20.0208782479964,20.6910676068566,39.4538382720392","27.0734593535174,21.6325303984862",26.72192804,16.23532992,NA,dog,adrenal,GSE125483
507,ENSCAFG00000012448,+,NOP58,chr37,11271186,11271308,11272955,11273092,0.000807038,"0.305,0.29,0.039","0.196,0.005",MXE,20.02087825,27.07345935,20.69106761,39.45383827,21.6325304,"20.0208782479964,20.6910676068566,39.4538382720392","27.0734593535174,21.6325303984862",26.72192804,16.23532992,NA,dog,adrenal,GSE125483
508,ENSCAFG00000012493,+,PFKFB4,chr20,40571690,40572026,NA,NA,0.000373854,"0.241,0.289,0.0","0.172,0.0",A3SS,16.48995998,20.16961192,18.81988989,18.56409452,21.13169188,"16.4899599759115,18.8198898902995,18.5640945244141","20.1696119241536,21.1316918776042",17.95798146,13.76710127,NA,dog,adrenal,GSE125483
509,ENSCAFG00000012510,+,PEX19,chr38,21939709,21940014,NA,NA,0.000164207,"0.129,0.073,0.035","0.073,0.029",SE,30.69603426,40.45437078,32.35523985,50.52743232,34.89319548,"30.6960342555831,32.3552398542184,50.5274323207196","40.4543707779156,34.8931954801489",37.85956881,25.11585542,NA,dog,adrenal,GSE125483
510,ENSCAFG00000012518,+,LSM14B,chr24,46177404,46177559,NA,NA,0.000553306,"0.053,0.041,0.011","0.043,0.007",SE,39.39305968,45.39444925,38.42867897,33.80973025,30.82840055,"39.3930596816945,38.4286789689079,33.8097302510688","45.3944492467936,30.8284005522736",37.21048963,25.4076166,NA,dog,adrenal,GSE125483
511,ENSCAFG00000012554,+,PIP5K1A,chr17,60289742,60289889,NA,NA,0.000799688,"0.952,0.963,0.936","1.0,0.981",SE,28.14744007,31.88699388,28.21013331,30.79804149,30.05810354,"28.1474400718023,28.2101333116279,30.7980414866279","31.8869938773256,30.0581035401163",29.05187162,20.64836581,NA,dog,adrenal,GSE125483
512,ENSCAFG00000012572,-,ARCN1,chr5,15159642,15159822,NA,NA,0.001000094,"1.0,0.987,0.933","1.0,0.976",SE,39.7886763,72.74372241,56.99392774,63.76334732,60.63205445,"39.7886762985075,56.9939277444776,63.763347318209","72.7437224125373,60.6320544495522",53.51531712,44.45859229,NA,dog,adrenal,GSE125483
513,ENSCAFG00000012621,-,LY9,chr38,21534766,21535036,NA,NA,2.61E-06,"0.454,1.0,1.0","0.342,0.238",SE,0.935761463,0.800260038,0.574228047,0.82945221,1.115605822,"0.935761463337832,0.574228047233468,0.829452210076473","0.800260037786775,1.11560582231219",0.779813907,0.638621953,NA,dog,adrenal,GSE125483
514,ENSCAFG00000012638,-,DPP3,chr18,50850731,50850790,NA,NA,0.001039858,"1.0,1.0,0.982","1.0,0.944",SE,10.993076,11.32137873,12.939724,11.764552,15.149364,"10.993076,12.939724,11.764552","11.3213787264472,15.149364",11.89911733,8.823580909,NA,dog,adrenal,GSE125483
515,ENSCAFG00000012679,-,STRAP,chr27,30720172,30720301,NA,NA,1.73E-05,"1.0,0.967,1.0","0.97,0.961",SE,39.51046966,75.57227273,53.00012726,77.62817058,54.5439612,"39.5104696606107,53.000127256668,77.6281705790491","75.572272734828,54.5439612033243",56.7129225,43.37207798,NA,dog,adrenal,GSE125483
516,ENSCAFG00000012686,+,CCDC157,chr26,23517864,23518004,NA,NA,2.42E-06,"1.0,1.0,0.975","1.0,0.867",SE,9.995259,7.296791,8.016201,5.165694,7.355854,"9.995259,8.016201,5.165694","7.296791,7.355854",7.725718,4.884215,NA,dog,adrenal,GSE125483
517,ENSCAFG00000012694,-,ANK3,chr4,12202731,12210549,NA,NA,8.46E-05,"0.0,0.224,0.0","0.062,0.002",SE,0.192700184,0.344457407,2.095253453,0.48012364,1.768598466,"0.192700184454756,2.09525345270916,0.48012364037123","0.344457406987853,1.76859846608435",0.922692426,0.704351958,NA,dog,adrenal,GSE125483
518,ENSCAFG00000012735,-,LRCH3,chr33,28822736,28822790,NA,NA,0.00095949,"1.0,1.0,1.0","1.0,0.852",SE,2.411803401,3.16205646,4.476729889,4.676512164,4.387555658,"2.41180340104167,4.47672988870614,4.67651216447368","3.16205646025219,4.38755565762061",3.855015151,2.516537373,NA,dog,adrenal,GSE125483
519,ENSCAFG00000012754,-,UFC1,chr38,21339623,21339939,NA,NA,0.003667027,"0.623,0.885,0.0","0.423,0.0",RI,23.33096571,36.85396766,25.47825954,25.80458537,30.9736486,"23.3309657139279,25.4782595430862,25.8045853697395","36.8539676588176,30.9736486037074",24.87127021,22.60920542,NA,dog,adrenal,GSE125483
520,ENSCAFG00000012761,-,ACBD6,chr7,13904752,13904775,NA,NA,1.62E-14,"0.288,0.21,0.231","0.124,0.045",SE,9.027407379,8.255194982,9.084963302,6.572964447,9.148711729,"9.02740737852779,9.08496330229852,6.57296444719232","8.25519498196101,9.14871172912424",8.228445043,5.801302237,NA,dog,adrenal,GSE125483
521,ENSCAFG00000012767,+,RUBCN,chr33,28989792,28989837,NA,NA,0.000145702,"0.0,0.0,0.0","0.045,0.08",SE,2.829004121,5.1393178,4.233392338,4.69521038,7.387269102,"2.82900412148594,4.2333923378514,4.69521037951807","5.1393178002008,7.38726910165663",3.91920228,4.175528967,NA,dog,adrenal,GSE125483
522,ENSCAFG00000012792,-,PES1,chr26,23669658,23670438,NA,NA,2.86E-10,"0.174,0.214,0.001","0.081,0.001",SE,13.55849254,12.65724246,12.90413609,15.01525893,12.70197921,"13.5584925420762,12.9041360921376,15.0152589336609","12.657242458231,12.701979208231",13.82596252,8.453073889,NA,dog,adrenal,GSE125483
523,ENSCAFG00000012820,+,EDRF1,chr28,34921123,34921277,NA,NA,0.000235957,"1.0,1.0,0.96","0.943,0.892",SE,5.870337723,8.451523613,7.726448788,8.14387795,8.645076582,"5.87033772335151,7.72644878829945,8.14387795042142","8.45152361279128,8.64507658205255",7.246888154,5.698866732,NA,dog,adrenal,GSE125483
524,ENSCAFG00000012847,+,PPEF1,chrX,14811029,14811193,NA,NA,3.42E-05,"1.0,0.864,1.0","0.829,0.426",SE,2.029869458,4.949029552,2.578467185,0.669772906,2.264019546,"2.02986945801527,2.5784671851145,0.66977290648855","4.94902955152672,2.26401954580153",1.75936985,2.404349699,NA,dog,adrenal,GSE125483
525,ENSCAFG00000012847,+,PPEF1,chrX,14855494,14855637,NA,NA,1.63E-07,"1.0,1.0,1.0","0.823,0.676",SE,2.029869458,4.949029552,2.578467185,0.669772906,2.264019546,"2.02986945801527,2.5784671851145,0.66977290648855","4.94902955152672,2.26401954580153",1.75936985,2.404349699,NA,dog,adrenal,GSE125483
526,ENSCAFG00000012891,+,PARD3B,chr37,13889427,13889472,NA,NA,3.07E-06,"1.0,0.786,0.698","1.0,1.0",SE,1.43660955,1.163675946,2.643461212,1.959067828,2.423119006,"1.43660954990177,2.64346121218075,1.95906782750491","1.16367594636542,2.42311900569745",2.013046197,1.195598317,NA,dog,adrenal,GSE125483
527,ENSCAFG00000012905,-,STRADA,chr9,11699364,11699393,NA,NA,7.65E-07,"0.04,0.033,0.004","0.0,0.098",SE,7.228712372,12.52447038,7.791456335,4.354940732,7.412309234,"7.22871237220447,7.79145633546326,4.35494073242811","12.5244703753994,7.41230923402556",6.458369813,6.645593203,NA,dog,adrenal,GSE125483
528,ENSCAFG00000012918,-,TNK2,chr33,29155006,29155096,NA,NA,0.002827101,"0.882,1.0,1.0","1.0,0.122",RI,7.960650894,3.663052287,12.67941167,5.072666286,9.61392242,"7.96065089400617,12.6794116721022,5.07266628558836","3.66305228735126,9.61392242000881",8.570909617,4.425658236,NA,dog,adrenal,GSE125483
529,ENSCAFG00000012918,-,TNK2,chr33,29153939,29154035,NA,NA,4.98E-05,"1.0,1.0,0.96","1.0,0.9",SE,7.960650894,3.663052287,12.67941167,5.072666286,9.61392242,"7.96065089400617,12.6794116721022,5.07266628558836","3.66305228735126,9.61392242000881",8.570909617,4.425658236,NA,dog,adrenal,GSE125483
530,ENSCAFG00000012958,+,HEXD,chrJH373243.1,47078,47180,NA,NA,0.000342968,"0.052,0.036,0.02","0.011,0.006",A3SS,21.61236985,10.16391288,15.50090881,12.11897939,14.26831375,"21.6123698547228,15.5009088069815,12.1189793855236","10.1639128752567,14.26831374846",16.41075268,8.144075541,NA,dog,adrenal,GSE125483
531,ENSCAFG00000012958,+,HEXD,chrJH373243.1,42463,42652,NA,NA,0.000683497,"0.073,0.027,0.006","0.0,0.009",SE,21.61236985,10.16391288,15.50090881,12.11897939,14.26831375,"21.6123698547228,15.5009088069815,12.1189793855236","10.1639128752567,14.26831374846",16.41075268,8.144075541,NA,dog,adrenal,GSE125483
532,ENSCAFG00000012962,-,CYBC1,chrJH373243.1,50651,50800,NA,NA,3.50E-05,"0.236,0.32,0.025","0.084,0.031",SE,28.63170107,16.70812635,21.36882358,21.67112195,20.5090944,"28.6317010720988,21.3688235837037,21.6711219491358","16.7081263451852,20.5090943955556",23.89054887,12.40574025,NA,dog,adrenal,GSE125483
533,ENSCAFG00000012970,+,MLXIPL,chr6,6647026,6647196,6648482,6649029,6.50E-05,"0.512,0.457,0.703","0.795,0.727",MXE,69.40529677,56.00269638,86.10318729,45.32277544,59.29755356,"69.4052967714061,86.1031872888191,45.3227754401676","56.0026963825609,59.2975535632364",66.94375317,38.43341665,NA,dog,adrenal,GSE125483
534,ENSCAFG00000012975,+,NA,chr20,41099004,41099194,NA,NA,2.98E-08,"1.0,0.984,1.0","1.0,0.917",SE,12.2205544,10.09086574,13.81112046,10.18497176,13.04258218,"12.2205543967467,13.8111204605414,10.1849717621045","10.0908657434236,13.0425821826153",12.07221554,7.711149309,NA,dog,adrenal,GSE125483
535,ENSCAFG00000013006,+,ITGA6,chr36,16852166,16852296,NA,NA,2.67E-06,"0.179,0.193,0.073","0.053,0.072",SE,38.50143253,60.15905362,37.52835549,57.51736725,56.76780864,"38.501432530999,37.5283554877446,57.517367254171","60.1590536236869,56.7678086354274",44.51571842,38.97562075,NA,dog,adrenal,GSE125483
536,ENSCAFG00000013040,+,NA,chr24,47248158,47248237,NA,NA,1.12E-05,"0.106,0.129,0.0","0.0,0.003",RI,14.88695515,5.640726214,10.78884628,7.214156457,12.5794998,"14.8869551494123,10.7888462805154,7.2141564568264","5.64072621405967,12.5794997985986",10.9633193,6.073408671,NA,dog,adrenal,GSE125483
537,ENSCAFG00000013100,-,NCBP2,chr33,29913426,29913537,29936897,29936965,0.000908282,"0.874,0.837,0.981","0.876,0.986",MXE,13.49329697,19.4571156,16.31670819,14.32013451,18.2155103,"13.4932969666076,16.3167081851758,14.3201345072097","19.4571155977738,18.2155103010372",14.71004655,12.55754197,NA,dog,adrenal,GSE125483
538,ENSCAFG00000013102,-,GLUL,chr7,15738991,15739111,NA,NA,0.000124235,"0.327,0.286,0.275","0.395,0.538",SE,42.849945,86.601143,58.749168,46.607811,94.969948,"42.849945,58.749168,46.607811","86.601143,94.969948",49.402308,60.523697,NA,dog,adrenal,GSE125483
539,ENSCAFG00000013104,-,B3GNTL1,chrJH373243.1,411870,411966,416775,416871,0.000349141,"0.774,0.69,0.928","0.875,0.959",MXE,8.117650306,4.653933631,4.868837365,3.517614453,5.26458342,"8.11765030624465,4.86883736526946,3.51761445337896","4.65393363088109,5.26458342001711",5.501367375,3.30617235,NA,dog,adrenal,GSE125483
540,ENSCAFG00000013114,+,RGSL1,chr7,15871276,15871343,NA,NA,6.13E-06,"0.205,0.0,0.0","0.34,0.436",SE,0.243766025,0.178439103,0.211453476,0.144479486,0.229731818,"0.243766025,0.211453475675676,0.144479486486486","0.178439102702703,0.229731817567568",0.199899662,0.136056973,NA,dog,adrenal,GSE125483
541,ENSCAFG00000013120,-,ZNF512B,chr24,47416229,47416246,NA,NA,0.000259205,"0.753,0.73,0.766","1.0,0.891",SE,30.70788944,13.38094952,22.81265686,15.08827142,22.76979485,"30.7078894446963,22.8126568568676,15.088271418971","13.3809495230054,22.769794849728",22.86960591,12.05024812,NA,dog,adrenal,GSE125483
542,ENSCAFG00000013121,-,RNASEL,chr7,15996742,15998415,NA,NA,8.91E-09,"1.0,1.0,1.0","0.807,0.431",SE,10.75657447,12.26862877,14.97319703,8.131339918,15.74846825,"10.756574469697,14.9731970289433,8.13133991841492","12.2686287674825,15.7484682488345",11.28703714,9.339032339,NA,dog,adrenal,GSE125483
543,ENSCAFG00000013146,+,BAZ1B,chr6,6743880,6745582,NA,NA,0.000925098,"1.0,1.0,0.889","1.0,0.707",SE,8.046115,11.856977,11.532958,12.514778,12.810313,"8.046115,11.532958,12.514778","11.856977,12.810313",10.69795033,8.22243,NA,dog,adrenal,GSE125483
544,ENSCAFG00000013163,-,EIF4ENIF1,chr26,24366225,24366297,NA,NA,1.45E-05,"0.844,0.871,0.89","0.831,0.753",SE,35.68592145,52.97961465,33.54985114,52.47659279,24.67619206,"35.6859214505597,33.549851136194,52.4765927929104","52.9796146539179,24.6761920578358",40.57078846,25.8852689,NA,dog,adrenal,GSE125483
545,ENSCAFG00000013189,-,CATSPER2,chr30,10478708,10478833,NA,NA,0.000965822,"1.0,1.0,0.657","1.0,1.0",SE,2.933401365,3.314839709,1.801701785,2.150911882,1.834553985,"2.93340136479029,1.80170178476821,2.15091188245033","3.31483970860927,1.83455398509934",2.295338344,1.716464565,NA,dog,adrenal,GSE125483
546,ENSCAFG00000013206,+,SFI1,chr26,24424371,24424545,NA,NA,0.001120282,"1.0,0.921,1.0","1.0,0.832",SE,32.35172294,28.50824866,25.66303474,15.14958129,22.66055708,"32.35172293859,25.6630347393761,15.1495812869074","28.50824866028,22.660557079833",24.38811299,17.05626858,NA,dog,adrenal,GSE125483
547,ENSCAFG00000013217,-,GPRC5A,chr27,33444290,33445219,NA,NA,0.001027156,"1.0,1.0,0.571","1.0,1.0",SE,2.132088,0.571053,0.543456,4.676396,1.311905,"2.132088,0.543456,4.676396","0.571053,1.311905",2.450646667,0.627652667,NA,dog,adrenal,GSE125483
548,ENSCAFG00000013233,-,PISD,chr26,24508820,24508647,NA,NA,1.91E-05,"0.1,0.095,0.008","0.066,0.011",A5SS,42.25881814,26.06461976,39.01296023,29.57331989,21.63579327,"42.2588181358624,39.0129602307014,29.5733198901632","26.0646197560653,21.6357932668725",36.94836609,15.90013767,NA,dog,adrenal,GSE125483
549,ENSCAFG00000013258,+,SIK3,chr5,16720452,16720632,NA,NA,0.001601633,"0.242,0.256,0.071","0.03,0.069",A3SS,7.586002166,6.104605796,8.648495038,12.57633662,8.11771856,"7.58600216638246,8.64849503775883,12.5763366216809","6.10460579634592,8.11771855956151",9.603611275,4.740774785,NA,dog,adrenal,GSE125483
550,ENSCAFG00000013354,-,BDH1,chr33,30409893,30410340,NA,NA,8.06E-07,"0.101,0.142,0.0","0.017,0.0",SE,2.76481917,4.575199702,2.153261651,3.404198997,7.055851184,"2.76481916975645,2.15326165139949,3.40419899709197","4.57519970156307,7.05585118356961",2.774093273,3.877016962,NA,dog,adrenal,GSE125483
551,ENSCAFG00000013383,-,PCNX3,chr18,51590475,51589959,NA,NA,0.000298473,"1.0,1.0,1.0","1.0,0.772",A3SS,12.931594,10.487378,14.04752,9.810947,11.27697591,"12.931594,14.04752,9.810947","10.487378,11.2769759112077",12.26335367,7.254784637,NA,dog,adrenal,GSE125483
552,ENSCAFG00000013383,-,PCNX3,chr18,51590070,51590475,NA,NA,0.000454149,"1.0,1.0,1.0","1.0,0.808",SE,12.931594,10.487378,14.04752,9.810947,11.27697591,"12.931594,14.04752,9.810947","10.487378,11.2769759112077",12.26335367,7.254784637,NA,dog,adrenal,GSE125483
553,ENSCAFG00000013401,+,YBX3,chr27,35054527,35054731,35060579,35060677,0.000686796,"0.203,0.276,0.172","0.186,0.137",MXE,63.44776769,40.23962076,54.17858749,61.06802268,55.11722219,"63.4477676937417,54.1785874860186,61.0680226844208","40.2396207603196,55.1172221864181",59.56479262,31.78561432,NA,dog,adrenal,GSE125483
554,ENSCAFG00000013475,-,HERC4,chr4,19345522,19345853,NA,NA,0.000370105,"1.0,1.0,1.0","1.0,0.0",SE,9.632924661,14.40976575,11.14489907,11.59214397,11.32533522,"9.63292466077576,11.1448990748221,11.5921439658022","14.4097657486803,11.3253352162038",10.78998923,8.578366988,NA,dog,adrenal,GSE125483
555,ENSCAFG00000013483,-,TMEM120A,chr6,7318546,7319497,NA,NA,1.58E-09,"0.059,0.07,0.002","0.017,0.001",SE,18.77828916,16.32501455,14.02376798,15.22635534,19.53870214,"18.7782891616139,14.0237679772626,15.2263553437361","16.3250145499331,19.5387021431119",16.00947083,11.95457223,NA,dog,adrenal,GSE125483
556,ENSCAFG00000013483,-,TMEM120A,chr6,7356027,7356173,NA,NA,2.48E-05,"1.0,0.981,0.914","1.0,1.0",SE,18.77828916,16.32501455,14.02376798,15.22635534,19.53870214,"18.7782891616139,14.0237679772626,15.2263553437361","16.3250145499331,19.5387021431119",16.00947083,11.95457223,NA,dog,adrenal,GSE125483
557,ENSCAFG00000013483,-,TMEM120A,chr6,7364867,7364929,NA,NA,1.81E-06,"1.0,0.957,0.892","1.0,1.0",SE,18.77828916,16.32501455,14.02376798,15.22635534,19.53870214,"18.7782891616139,14.0237679772626,15.2263553437361","16.3250145499331,19.5387021431119",16.00947083,11.95457223,NA,dog,adrenal,GSE125483
558,ENSCAFG00000013597,+,ST7L,chr17,62968254,62968333,62978635,62978790,0.000170747,"0.204,0.042,0.042","0.028,0.0",MXE,7.261717914,11.01029061,9.512495128,6.935181356,8.090278627,"7.26171791403162,9.5124951284585,6.93518135573123","11.0102906096838,8.09027862747036",7.903131466,6.366856412,NA,dog,adrenal,GSE125483
559,ENSCAFG00000013606,-,SPG11,chr30,11300692,11300917,NA,NA,0.001061611,"1.0,0.725,0.721","1.0,0.957",SE,6.263519,9.927966,8.141424,6.574945,8.897102035,"6.263519,8.141424,6.574945","9.927966,8.89710203544271",6.993296,6.275022678,NA,dog,adrenal,GSE125483
560,ENSCAFG00000013659,+,EIF4A2,chr34,19358610,19358700,19358923,19359003,7.31E-05,"0.894,0.892,0.966","0.919,0.969",MXE,265.5979348,468.735856,267.9323393,302.2706605,330.6503973,"265.597934792038,267.932339349109,302.270660489699","468.735856021437,330.650397304009",278.6003115,266.4620844,NA,dog,adrenal,GSE125483
