"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474231","FPKM.SRR8474260","FPKM.SRR8474271","FPKM.SRR8474282","FPKM.SRR8474293","..files.colon_mean_female","..files.colon_mean_male","Remark","Organism","Tissue","GEO_accession"
"1575","ENSCAFG00000011380","-","MRPL47","chr34",13015861,13015922,NA,NA,0.00408523611555,0.0486372167942,"0.943,0.964,0.992","1.0,1.0","SE","34","MRPL47",26.104731,25.615152,29.902807,28.210314,23.26569,26.643399,17.7228323333333,NA,"dog","colon","GSE125483"
"1576","ENSCAFG00000011438","-","SCN9A","chr36",11304550,11304832,11308894,11309017,3.0989256609e-05,0.000879482905701,"0.548,0.537,0.0","0.0,0.0","MXE","36","SCN9A",0.35462665447095,0.273502500658569,0.596738167130104,0.237453760427338,0.201197510463925,0.288527638518952,0.26597855919801,NA,"dog","colon","GSE125483"
"1577","ENSCAFG00000011439","+","ARID4B","chr4",4710030,4710282,NA,NA,6.72161536097e-07,4.13815713806e-05,"0.888,0.784,0.71","0.967,1.0","SE","4","ARID4B",7.85430690072753,7.68896122107487,11.0424045292185,6.87900525768599,8.709743,7.47409112649613,6.58404917640617,NA,"dog","colon","GSE125483"
"1578","ENSCAFG00000011449","-","APEH","chr20",39595363,39595490,NA,NA,1.72035455026e-06,9.20713315443e-05,"0.96,0.893,0.812","0.96,0.988","SE","20","APEH",30.75363,32.945297,54.502068,29.058834,46.008118,30.9192536666667,33.5033953333333,NA,"dog","colon","GSE125483"
"1579","ENSCAFG00000011484","+","GIGYF2","chr25",44443603,44443758,NA,NA,4.89724733663e-05,0.00159084018951,"0.94,0.818,0.9","0.958,0.985","SE","25","GIGYF2",5.56835771021648,6.37939889631599,9.5238816346373,5.13140326699582,5.73464336726168,5.6930532911761,5.08617500063299,NA,"dog","colon","GSE125483"
"1580","ENSCAFG00000011490","+","RNF114","chr24",36471481,36471632,NA,NA,2.54268210697e-05,0.000919960767136,"0.821,0.834,0.908","0.936,1.0","SE","24","RNF114",26.058661,20.209166,24.913261,21.314627,13.674474,22.5274846666667,12.8625783333333,NA,"dog","colon","GSE125483"
"1581","ENSCAFG00000011498","+","SGSM1","chr26",19032728,19032857,19037532,19037715,0.00129140552642,0.016399854243,"0.559,0.526,0.864","0.864,1.0","MXE","26","SGSM1",0.527276584421053,0.286318457052632,0.346148050315789,0.322789113263158,0.0477932427368421,0.378794718245614,0.131313764350877,NA,"dog","colon","GSE125483"
"1582","ENSCAFG00000011513","-","ABLIM1","chr28",25271429,25271576,NA,NA,0.000888240118152,0.0149666244846,"1.0,0.873,0.801","1.0,0.959","SE","28","ABLIM1",1.82964522825346,6.31132832636839,12.7302342511924,1.48130452305246,13.2666503976834,3.20742602589144,8.66562821629193,NA,"dog","colon","GSE125483"
"1583","ENSCAFG00000011513","-","ABLIM1","chr28",25271429,25271570,NA,NA,0.00167324691943,0.0242872419395,"1.0,0.925,0.853","1.0,0.972","SE","28","ABLIM1",1.82964522825346,6.31132832636839,12.7302342511924,1.48130452305246,13.2666503976834,3.20742602589144,8.66562821629193,NA,"dog","colon","GSE125483"
"1584","ENSCAFG00000011533","+","TARBP1","chr4",5387766,5387863,5398211,5398309,2.99119521875e-05,0.000864642579684,"0.152,0.006,0.142","0.198,0.227","MXE","4","TARBP1",11.0381819044471,10.0202111802885,16.0912032491987,11.987071947516,9.82891901081731,11.0151550107505,8.64004075333867,NA,"dog","colon","GSE125483"
"1585","ENSCAFG00000011533","+","TARBP1","chr4",5388845,5389018,5398211,5398309,9.8531262622e-05,0.00222257733951,"0.11,0.116,0.194","0.303,0.227","MXE","4","TARBP1",11.0381819044471,10.0202111802885,16.0912032491987,11.987071947516,9.82891901081731,11.0151550107505,8.64004075333867,NA,"dog","colon","GSE125483"
"1586","ENSCAFG00000011533","+","TARBP1","chr4",5404897,5405159,NA,NA,0.001795508316,0.0256329916838,"1.0,0.88,0.846","0.979,0.974","SE","4","TARBP1",11.0381819044471,10.0202111802885,16.0912032491987,11.987071947516,9.82891901081731,11.0151550107505,8.64004075333867,NA,"dog","colon","GSE125483"
"1587","ENSCAFG00000011535","+","TMEM134","chr18",50007955,50008000,NA,NA,1.43672907016e-07,1.10628138402e-05,"0.807,0.832,0.865","0.915,0.944","SE","18","TMEM134",32.2314114311688,32.174884838961,32.5859238331169,27.4650641493506,31.8069575162338,30.6237868064935,21.4642937831169,NA,"dog","colon","GSE125483"
"1588","ENSCAFG00000011535","+","TMEM134","chr18",50004798,50004809,NA,NA,0.000440154779332,0.0046632614459,"0.114,0.08,0.128","0.028,0.062","A5SS","18","TMEM134",32.2314114311688,32.174884838961,32.5859238331169,27.4650641493506,31.8069575162338,30.6237868064935,21.4642937831169,NA,"dog","colon","GSE125483"
"1589","ENSCAFG00000011538","+","SCN3B","chr5",10792384,10792548,NA,NA,0.00251987449276,0.0337318711817,"1.0,0.529,1.0","1.0,1.0","SE","5","SCN3B",0.922103443488943,0.844454552825553,0.422104067567568,0.687665656019656,0.220025515970516,0.818074550778051,0.214043194512695,NA,"dog","colon","GSE125483"
"1590","ENSCAFG00000011549","-","ELOVL6","chr32",30232673,30232825,30272519,30272651,1.61390711922e-05,0.000531513411263,"0.523,0.545,0.588","0.357,0.343","MXE","32","ELOVL6",3.073485,13.269588,26.218002,2.489176,17.195143,6.27741633333333,14.4710483333333,NA,"dog","colon","GSE125483"
"1591","ENSCAFG00000011588","-","SV2A","chr17",59193481,59193662,NA,NA,0.00018543105046,0.00455809054188,"1.0,0.639,0.772","1.0,1.0","SE","17","SV2A",8.474964,7.097981,5.020085,7.604213,1.424777,7.72571933333333,2.14828733333333,NA,"dog","colon","GSE125483"
"1592","ENSCAFG00000011590","-","RPS6KB2","chr18",50039314,50039355,NA,NA,4.46775549334e-07,2.9166673362e-05,"0.816,0.742,0.346","1.0,1.0","SE","18","RPS6KB2",22.5954221968135,22.7817235285848,31.334068,25.4530592567947,28.907518,23.6100683273977,20.0805286666667,NA,"dog","colon","GSE125483"
"1593","ENSCAFG00000011590","-","RPS6KB2","chr18",50036823,50036924,NA,NA,1.34672273333e-11,2.59984823669e-09,"0.729,0.775,0.939","0.986,0.974","SE","18","RPS6KB2",22.5954221968135,22.7817235285848,31.334068,25.4530592567947,28.907518,23.6100683273977,20.0805286666667,NA,"dog","colon","GSE125483"
"1594","ENSCAFG00000011590","-","RPS6KB2","chr18",50039098,50039219,NA,NA,1.67732689738e-06,9.03050080787e-05,"0.935,0.903,0.905","1.0,1.0","SE","18","RPS6KB2",22.5954221968135,22.7817235285848,31.334068,25.4530592567947,28.907518,23.6100683273977,20.0805286666667,NA,"dog","colon","GSE125483"
"1595","ENSCAFG00000011590","-","RPS6KB2","chr18",50039314,50039355,NA,NA,8.03379585079e-12,1.5734014526e-09,"0.796,0.839,0.706","1.0,1.0","SE","18","RPS6KB2",22.5954221968135,22.7817235285848,31.334068,25.4530592567947,28.907518,23.6100683273977,20.0805286666667,NA,"dog","colon","GSE125483"
"1596","ENSCAFG00000011590","-","RPS6KB2","chr18",50038114,50038262,NA,NA,8.881784197e-16,3.28832851359e-13,"0.863,0.78,0.846","0.961,1.0","SE","18","RPS6KB2",22.5954221968135,22.7817235285848,31.334068,25.4530592567947,28.907518,23.6100683273977,20.0805286666667,NA,"dog","colon","GSE125483"
"1597","ENSCAFG00000011605","-","EFS","chr8",3608212,3608491,NA,NA,0.000598632726929,0.0111350631182,"1.0,0.704,0.877","1.0,1.0","SE","8","EFS",4.27387676814709,3.59579159789876,2.27920031924546,3.77674766451767,0.514543246895893,3.88213867685451,0.931247855380451,NA,"dog","colon","GSE125483"
"1598","ENSCAFG00000011612","-",NA,"chr4",6709754,6709851,NA,NA,9.81136172307e-09,1.00064782373e-06,"0.158,0.199,0.075","0.012,0.126","SE","4","ENSCAFG00000011612",102.008417904489,119.995651698185,132.321279331423,112.884497442216,97.878106834766,111.629522348297,76.733128722063,NA,"dog","colon","GSE125483"
"1599","ENSCAFG00000011612","-",NA,"chr4",6729086,6729249,NA,NA,2.81510501388e-06,0.000140376094484,"0.943,0.94,0.913","0.995,0.958","SE","4","ENSCAFG00000011612",102.008417904489,119.995651698185,132.321279331423,112.884497442216,97.878106834766,111.629522348297,76.733128722063,NA,"dog","colon","GSE125483"
"1600","ENSCAFG00000011618","-","RAD9A","chr18",50067721,50067831,NA,NA,0.000762887468713,0.0133453460304,"0.9,0.793,0.706","0.929,0.963","SE","18","RAD9A",7.828671,10.127794,12.592425,7.109507,5.716393,8.355324,6.10293933333333,NA,"dog","colon","GSE125483"
"1601","ENSCAFG00000011619","-","MYH7","chr8",3790941,3791018,NA,NA,0.00118279052059,0.0184888834008,"1.0,0.933,1.0","1.0,1.0","SE","8","MYH7",2.92184136475524,3.94906007832168,7.08116807622377,2.71852410741259,5.33869941937063,3.1964751834965,4.1399558318648,NA,"dog","colon","GSE125483"
"1602","ENSCAFG00000011637","-","IQCB1","chr33",25079611,25079721,25091743,25091843,0.00429794866046,0.0395379262247,"0.514,0.674,0.502","0.392,0.305","MXE","33","IQCB1",6.257188,5.913685,7.129818,5.208166,4.28058,5.793013,3.803466,NA,"dog","colon","GSE125483"
"1603","ENSCAFG00000011637","-","IQCB1","chr33",25109003,25109166,NA,NA,0.00277707515275,0.0362589421031,"1.0,0.844,0.861","1.0,1.0","SE","33","IQCB1",6.257188,5.913685,7.129818,5.208166,4.28058,5.793013,3.803466,NA,"dog","colon","GSE125483"
"1604","ENSCAFG00000011655","-","SSH3","chr18",50127176,50127414,NA,NA,0.013283717458,0.049041631313,"1.0,0.515,1.0","1.0,1.0","RI","18","SSH3",33.569038,39.8316942717949,42.805092,32.176952,39.385235,35.1925614239316,27.3967756666667,NA,"dog","colon","GSE125483"
"1605","ENSCAFG00000011657","+","EAF2","chr33",25129696,25129833,NA,NA,9.07804841555e-06,0.000385168625631,"1.0,1.0,1.0","0.909,0.839","SE","33","EAF2",1.59979353781513,0.77081325157563,3.82916400472689,0.514958424894958,3.56444175787815,0.961855071428573,2.46453525420168,NA,"dog","colon","GSE125483"
"1606","ENSCAFG00000011663","+","MECR","chr2",71395948,71396022,71398391,71398452,0.000190302368779,0.00374665882847,"0.046,0.052,0.106","0.024,0.019","MXE","2","MECR",19.846495,23.408546,21.58334,21.241219,20.991344,21.4987533333333,14.1915613333333,NA,"dog","colon","GSE125483"
"1607","ENSCAFG00000011663","+","MECR","chr2",71394877,71394980,71395948,71396022,0.00297682654149,0.0297682654149,"0.195,0.012,0.182","0.139,0.195","MXE","2","MECR",19.846495,23.408546,21.58334,21.241219,20.991344,21.4987533333333,14.1915613333333,NA,"dog","colon","GSE125483"
"1608","ENSCAFG00000011663","+","MECR","chr2",71390939,71391083,NA,NA,2.63121746613e-11,4.82887737229e-09,"0.875,0.837,0.845","1.0,1.0","SE","2","MECR",19.846495,23.408546,21.58334,21.241219,20.991344,21.4987533333333,14.1915613333333,NA,"dog","colon","GSE125483"
"1609","ENSCAFG00000011665","+","SIPA1L2","chr4",7231959,7232013,NA,NA,0.000714414813794,0.0127364704303,"0.042,0.253,0.393","0.147,0.013","SE","4","SIPA1L2",3.58697301468218,4.95600362649955,4.33819170044763,2.85807530653536,3.6284826266786,3.80035064923903,2.65555810904208,NA,"dog","colon","GSE125483"
"1610","ENSCAFG00000011665","+","SIPA1L2","chr4",7221597,7221729,7231959,7232013,0.000277091282651,0.00488868191534,"1.0,0.898,0.755","0.958,0.984","MXE","4","SIPA1L2",3.58697301468218,4.95600362649955,4.33819170044763,2.85807530653536,3.6284826266786,3.80035064923903,2.65555810904208,NA,"dog","colon","GSE125483"
"1611","ENSCAFG00000011677","-","EPB41","chr2",71490538,71490988,71512692,71512743,0,0,"0.852,0.807,0.834","0.152,0.115","MXE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1612","ENSCAFG00000011677","-","EPB41","chr2",71512692,71512743,NA,NA,9.05079383418e-06,0.000384698478949,"0.832,0.316,1.0","0.123,0.131","SE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1613","ENSCAFG00000011677","-","EPB41","chr2",71490538,71490988,NA,NA,0,0,"0.254,0.098,0.207","0.905,1.0","SE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1614","ENSCAFG00000011677","-","EPB41","chr2",71512707,71512743,NA,NA,4.64118635629e-05,0.00152298567872,"0.749,0.266,1.0","0.121,0.09","SE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1615","ENSCAFG00000011677","-","EPB41","chr2",71512707,71512743,NA,NA,0.000945134980673,0.0156616573407,"0.384,0.142,0.365","0.186,0.036","SE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1616","ENSCAFG00000011677","-","EPB41","chr2",71512692,71512743,NA,NA,8.67973948271e-09,8.98801988503e-07,"0.456,0.294,0.512","0.167,0.044","SE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1617","ENSCAFG00000011677","-","EPB41","chr2",71519885,71519948,NA,NA,0.000331015835487,0.00710592929762,"0.432,0.425,1.0","0.283,0.124","SE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1618","ENSCAFG00000011677","-","EPB41","chr2",71490538,71490988,71512707,71512743,0,0,"0.811,0.624,0.733","0.17,0.096","MXE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1619","ENSCAFG00000011677","-","EPB41","chr2",71490538,71490988,71513522,71513597,0.00415999304561,0.0385622727933,"0.0,0.227,0.0","0.0,0.03","MXE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1620","ENSCAFG00000011677","-","EPB41","chr2",71489223,71489352,71512692,71512743,1.98617943203e-08,1.98346013889e-06,"0.202,0.112,0.183","0.045,0.029","MXE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1621","ENSCAFG00000011677","-","EPB41","chr2",71490538,71490988,NA,NA,1.88493459208e-06,9.87289287212e-05,"0.126,0.091,0.173","0.528,0.263","SE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1622","ENSCAFG00000011677","-","EPB41","chr2",71490538,71490988,NA,NA,2.21246775878e-06,0.000114115202512,"0.254,0.528,0.61","0.877,0.965","SE","2","EPB41",7.87940290830002,9.02082886103927,17.281582757818,4.05128106136844,13.5471688610393,6.98383761023591,10.2762505396191,NA,"dog","colon","GSE125483"
"1623","ENSCAFG00000011680","+","ATP11B","chr34",15899276,15899362,NA,NA,0.0021143792461,0.0292902756967,"0.059,0.048,0.036","0.042,0.01","SE","34","ATP11B",12.481690999283,15.6179152330306,18.7807972975621,15.0703030984704,20.7857818692639,14.389969776928,13.1888597222753,NA,"dog","colon","GSE125483"
"1624","ENSCAFG00000011687","-","ANKRD13D","chr18",50139128,50139195,50143135,50143325,0.000183102202394,0.00366204404788,"1.0,0.377,0.964","1.0,1.0","MXE","18","ANKRD13D",12.7839969098863,17.2868788153981,15.6337160647419,11.1173786369204,17.7147378674541,13.7294181207349,11.116151310732,NA,"dog","colon","GSE125483"
"1625","ENSCAFG00000011702","+","CEP95","chr9",12311046,12311154,12315010,12315121,0.0017621519433,0.0204390573224,"0.22,0.063,0.179","0.245,0.239","MXE","9","CEP95",18.6824714898711,18.6950177841621,22.049246,20.3186094714549,18.6117716228361,19.2320329151627,13.5536725409454,NA,"dog","colon","GSE125483"
"1626","ENSCAFG00000011729","-","HPS4","chr26",20143162,20143199,20145832,20145927,0.000198425439179,0.00379606219259,"0.698,0.891,0.69","0.494,0.529","MXE","26","HPS4",9.59892040743896,5.72814442362294,5.88302129244747,6.82043007240205,3.60707839778535,7.38249830115465,3.16336656341094,NA,"dog","colon","GSE125483"
"1627","ENSCAFG00000011730","-","ILDR1","chr33",25213343,25213475,NA,NA,0.00373130366327,0.0456523060694,"1.0,0.911,1.0","0.77,0.864","SE","33","ILDR1",1.1870266709062,4.30214731756757,10.7824177189984,0.872604111287758,27.9419194240859,2.12059269992051,12.9081123810281,NA,"dog","colon","GSE125483"
"1628","ENSCAFG00000011752","+","ATG16L1","chr25",44779366,44779423,NA,NA,0.00366904911736,0.0450947660277,"0.902,0.828,0.972","0.816,0.489","SE","25","ATG16L1",12.2201663454452,11.3137283172978,12.543203535824,12.960438167349,7.73414078505629,12.1647776100307,6.75911477362676,NA,"dog","colon","GSE125483"
"1629","ENSCAFG00000011764","+","OFD1","chrX",10145654,10145855,10148842,10148911,0.00423882869442,0.0390930956808,"0.484,0.248,0.565","0.602,0.709","MXE","X","OFD1",13.7947964004392,10.406746011713,8.70417428330893,13.7951151120059,6.28962754538799,12.6655525080527,4.99793394289897,NA,"dog","colon","GSE125483"
"1630","ENSCAFG00000011764","+","OFD1","chrX",10189586,10189744,10192657,10192810,0.00121210347346,0.0155527043088,"0.387,0.008,0.377","0.446,0.373","MXE","X","OFD1",13.7947964004392,10.406746011713,8.70417428330893,13.7951151120059,6.28962754538799,12.6655525080527,4.99793394289897,NA,"dog","colon","GSE125483"
"1631","ENSCAFG00000011772","+","EGLN1","chr4",8107015,8107083,NA,NA,0.000432893240755,0.00870087891844,"0.986,0.926,0.967","0.977,0.986","SE","4","EGLN1",47.414452,43.082428,41.35741,46.278072,25.229773,45.5916506666667,22.1957276666667,NA,"dog","colon","GSE125483"
"1632","ENSCAFG00000011773","+","C6H7orf50","chr6",15865796,15865996,NA,NA,2.32895067593e-05,0.000855224863021,"0.89,0.759,0.854","0.959,1.0","SE","6","C6H7orf50",5.31528644577308,12.2058541657397,8.22472174276974,7.50881547330367,8.24863582174638,8.34331869493882,5.49111918817204,NA,"dog","colon","GSE125483"
"1633","ENSCAFG00000011773","+","C6H7orf50","chr6",15872447,15872529,NA,NA,0.000816282017575,0.0140529430012,"0.922,0.894,0.798","0.95,1.0","SE","6","C6H7orf50",5.31528644577308,12.2058541657397,8.22472174276974,7.50881547330367,8.24863582174638,8.34331869493882,5.49111918817204,NA,"dog","colon","GSE125483"
"1634","ENSCAFG00000011799","-","GPM6B","chrX",10252374,10252494,NA,NA,8.35668117032e-05,0.00242334787543,"0.0,0.159,0.033","0.0,0.0","SE","X","GPM6B",6.76433199660825,9.79058164443188,3.97265458224986,8.10814488637648,1.92647229508197,8.22101950913887,1.96637562577728,NA,"dog","colon","GSE125483"
"1635","ENSCAFG00000011801","-","PHACTR4","chr2",72013684,72013708,NA,NA,0.001464614932,0.0218455561629,"0.272,0.154,0.333","0.0,0.056","SE","2","PHACTR4",4.36949538947368,6.55489964101633,11.6956740606171,4.37968179019964,7.22667957422867,5.10135894022988,6.30745121161526,NA,"dog","colon","GSE125483"
"1636","ENSCAFG00000011808","+","TSHZ2","chr24",39172732,39172859,NA,NA,0.00366142826037,0.0270807524163,"0.846,0.253,0.877","0.905,1.0","A5SS","24","TSHZ2",10.4058058757977,7.10506865243005,4.29560658664703,7.59042519980363,1.03265513058419,8.36709990934379,1.77608723907707,NA,"dog","colon","GSE125483"
"1637","ENSCAFG00000011814","-","RHOD","chr18",50325344,50325432,NA,NA,0.000147766195333,0.00381832062744,"0.858,0.859,0.95","1.0,1.0","SE","18","RHOD",7.207572,5.67701591755006,3.903092,5.74916706831567,9.62181188103652,6.21125166195524,4.50830129367884,NA,"dog","colon","GSE125483"
"1638","ENSCAFG00000011825","-","BCAS1","chr24",39739894,39740029,NA,NA,0.0038396803534,0.0466195152342,"0.0,0.006,0.045","0.026,0.023","SE","24","BCAS1",5.20091472378962,18.9429295127133,27.4417914332985,3.88409488854058,31.7491825792407,9.3426463750145,19.7303246708464,NA,"dog","colon","GSE125483"
"1639","ENSCAFG00000011825","-","BCAS1","chr24",39787549,39787626,NA,NA,0.000982543776636,0.0160641345758,"1.0,0.877,1.0","0.959,1.0","SE","24","BCAS1",5.20091472378962,18.9429295127133,27.4417914332985,3.88409488854058,31.7491825792407,9.3426463750145,19.7303246708464,NA,"dog","colon","GSE125483"
"1640","ENSCAFG00000011834","+","NOSTRIN","chr36",13638039,13638178,NA,NA,8.10706669659e-05,0.00236830064259,"0.0,0.046,0.0","0.133,0.13","SE","36","NOSTRIN",12.825461,14.3139003295104,12.7992203683282,9.38541422408469,16.3068630224967,12.1749251845317,9.70202779694163,NA,"dog","colon","GSE125483"
"1641","ENSCAFG00000011835","+","IGSF9","chr38",22220915,22221770,NA,NA,2.86169518082e-08,2.59540388094e-06,"0.921,0.527,0.986","0.997,1.0","SE","38","IGSF9",9.16017442934294,16.548956540054,101.590849580558,20.4994114347435,82.0403762250225,15.4028474680468,61.2104086018602,NA,"dog","colon","GSE125483"
"1642","ENSCAFG00000011853","+","RPRD2","chr17",59671230,59671512,NA,NA,0.00557353525636,0.0244082406054,"0.953,0.0,1.0","1.0,1.0","RI","17","RPRD2",6.45252529596719,6.07326896240602,9.28011895420369,7.46339257416268,4.9136189822283,6.66306227751196,4.73124597881066,NA,"dog","colon","GSE125483"
"1643","ENSCAFG00000011876","-","HSPA12A","chr28",27241905,27241992,NA,NA,0.000644164535398,0.0117634019582,"0.878,0.703,1.0","1.0,1.0","SE","28","HSPA12A",7.21203924831713,5.55356716492147,2.55900605833957,5.13410696522064,0.789195551982049,5.96657112615308,1.11606720344054,NA,"dog","colon","GSE125483"
"1644","ENSCAFG00000011917","+","TMEM62","chr30",10026548,10026594,NA,NA,0.000301796312519,0.00662065660589,"0.942,1.0,1.0","1.0,0.802","SE","30","TMEM62",9.416387,9.661894,23.947073,8.645158,20.518766,9.24114633333333,14.8219463333333,NA,"dog","colon","GSE125483"
"1645","ENSCAFG00000011917","+","TMEM62","chr30",10030841,10030983,NA,NA,0.00135670075048,0.0205812901253,"0.941,1.0,1.0","1.0,0.873","SE","30","TMEM62",9.416387,9.661894,23.947073,8.645158,20.518766,9.24114633333333,14.8219463333333,NA,"dog","colon","GSE125483"
"1646","ENSCAFG00000011928","+","HSCB","chr26",22106053,22106058,NA,NA,8.93831639527e-05,0.00113026452482,"0.229,0.157,0.208","0.076,0.105","A5SS","26","HSCB",41.9387576086957,29.1280701496164,22.8499428222506,37.0322190358056,20.6669808631714,36.0330155980392,14.505641228474,NA,"dog","colon","GSE125483"
"1647","ENSCAFG00000011929","-","CLK1","chr37",10061273,10061364,NA,NA,5.40983968733e-09,6.11608965065e-07,"0.973,0.897,0.958","0.875,0.806","SE","37","CLK1",69.7204529086021,35.7293158016412,57.624232491511,64.2196960529145,43.1485674238823,56.5564882543859,33.5909333051311,NA,"dog","colon","GSE125483"
"1648","ENSCAFG00000011929","-","CLK1","chr37",10073282,10073401,NA,NA,3.26527556362e-05,0.00113432651231,"1.0,0.915,0.803","1.0,1.0","SE","37","CLK1",69.7204529086021,35.7293158016412,57.624232491511,64.2196960529145,43.1485674238823,56.5564882543859,33.5909333051311,NA,"dog","colon","GSE125483"
"1649","ENSCAFG00000011929","-","CLK1","chr37",10079693,10078981,NA,NA,0.000326220508078,0.0044632896787,"0.744,0.72,1.0","1.0,1.0","A3SS","37","CLK1",69.7204529086021,35.7293158016412,57.624232491511,64.2196960529145,43.1485674238823,56.5564882543859,33.5909333051311,NA,"dog","colon","GSE125483"
"1650","ENSCAFG00000011929","-","CLK1","chr37",10077429,10077497,NA,NA,1.10350406448e-05,0.000450519703183,"1.0,0.903,0.719","1.0,1.0","SE","37","CLK1",69.7204529086021,35.7293158016412,57.624232491511,64.2196960529145,43.1485674238823,56.5564882543859,33.5909333051311,NA,"dog","colon","GSE125483"
"1651","ENSCAFG00000011934","-","ARHGEF12","chr5",13575676,13575796,NA,NA,7.49310707471e-06,0.000330369012901,"1.0,0.967,1.0","0.703,0.86","SE","5","ARHGEF12",3.720481,6.61518502911847,11.5230389126446,3.54348,9.91989829477463,4.62638200970616,7.14764573580641,NA,"dog","colon","GSE125483"
"1652","ENSCAFG00000011943","+","TRAF3IP3","chr7",8442375,8442512,NA,NA,0.00153923070148,0.0227326711305,"0.619,0.472,0.683","0.724,0.811","SE","7","TRAF3IP3",10.1051719148524,7.26311684083212,18.3090097624577,6.36432860377359,16.0150285166909,7.9108724531527,11.4413460930495,NA,"dog","colon","GSE125483"
"1653","ENSCAFG00000011962","+","RFC2","chr6",6157005,6157119,NA,NA,3.33223164887e-05,0.00115166527844,"0.821,0.885,0.888","0.929,0.967","SE","6","RFC2",12.0097267236181,17.5083559078727,15.7383123137912,13.7667233847013,15.9545620519263,14.428268672064,10.5642914552392,NA,"dog","colon","GSE125483"
"1654","ENSCAFG00000011962","+","RFC2","chr6",6147164,6147266,NA,NA,0.000360546905255,0.00755973716705,"1.0,0.983,0.989","1.0,0.903","SE","6","RFC2",12.0097267236181,17.5083559078727,15.7383123137912,13.7667233847013,15.9545620519263,14.428268672064,10.5642914552392,NA,"dog","colon","GSE125483"
"1655","ENSCAFG00000011970","+","PARP14","chr33",25796307,25796441,NA,NA,0.000292908167497,0.00646239105546,"1.0,0.882,0.969","1.0,1.0","SE","33","PARP14",2.11334434541899,2.05870828163081,3.91183765758989,1.82905467278471,8.41281108229276,2.00036909994484,4.10821624662755,NA,"dog","colon","GSE125483"
"1656","ENSCAFG00000011993","+",NA,"chr8",4143837,4144240,NA,NA,0.00161523543676,0.0236135816353,"0.889,0.916,0.953","1.0,1.0","SE","8","ENSCAFG00000011993",22.3642216398628,21.4441796269055,31.5647069016768,21.279857324314,26.4311244325457,21.6960861970274,19.3319437780742,NA,"dog","colon","GSE125483"
"1657","ENSCAFG00000011993","+",NA,"chr8",4149931,4150045,4150194,4150252,2.64594221087e-05,0.000787406898897,"0.261,0.002,0.295","0.29,0.31","MXE","8","ENSCAFG00000011993",22.3642216398628,21.4441796269055,31.5647069016768,21.279857324314,26.4311244325457,21.6960861970274,19.3319437780742,NA,"dog","colon","GSE125483"
"1658","ENSCAFG00000012003","-","LAT2","chr6",6167295,6167331,NA,NA,2.74474858475e-06,0.000137374666667,"1.0,1.0,1.0","0.857,0.83","SE","6","LAT2",3.04581294819466,2.16519732810047,7.19226703610675,1.55125305494505,5.49715822605965,2.25408777708006,4.22980842072213,NA,"dog","colon","GSE125483"
"1659","ENSCAFG00000012019","-","EIF4H","chr6",6187756,6187816,NA,NA,0.00025489916363,0.00580873498771,"0.008,0.007,0.003","0.018,0.023","SE","6","EIF4H",79.1007028740686,78.3062515536513,77.3261617295082,71.7082361535022,40.7797617578241,76.3717301937407,39.3686411624441,NA,"dog","colon","GSE125483"
"1660","ENSCAFG00000012043","+","ADAL","chr30",10195748,10195809,NA,NA,0.000388801471427,0.00799706040202,"0.769,0.909,1.0","1.0,1.0","SE","30","ADAL",7.89201537369792,8.03497794010417,9.42311933398438,8.08362198372396,7.75880954101562,8.00353843250868,5.727309625,NA,"dog","colon","GSE125483"
