"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474237","FPKM.SRR8474247","FPKM.SRR8474267","FPKM.SRR8474278","FPKM.SRR8474288","FPKM.SRR8474299","..files.spleen_mean_female","..files.spleen_mean_male","Remark","Organism","Tissue","GEO_accession"
"1055","ENSCAFG00000013040","+",NA,"chr24",47248158,47248341,NA,NA,0.00210290758952,0.0303419523631,"0.602,0.688,0.824","0.964,1.0,0.823","A5SS","24","ENSCAFG00000013040",8.22262280515371,12.0247176069168,8.74531012590416,5.8901532721519,7.53491390528933,13.9981087545208,8.16761561211573,10.6376598778632,NA,"dog","spleen","GSE125483"
"1056","ENSCAFG00000013044","+","LIMK2","chr26",24167071,24167090,24170764,24170819,6.66547454298e-06,0.000592474680748,"0.038,0.112,0.04","0.186,0.235,0.231","MXE","26","LIMK2",7.26641478462838,9.63411811824324,9.16585156052928,8.35863878462838,8.3060347294482,7.75144957460586,8.24610035820195,8.58140215915916,NA,"dog","spleen","GSE125483"
"1057","ENSCAFG00000013048","-","FCRLA","chr38",20958202,20958987,NA,NA,0.00542369099989,0.0316053266448,"0.101,0.103,0.12","0.164,0.209,0.0","RI","38","FCRLA",14.895442722168,21.4792043857422,18.7175291542969,18.9088076401367,19.285405949707,14.5097566723633,17.632792608724,18.2992562327474,NA,"dog","spleen","GSE125483"
"1058","ENSCAFG00000013065","-","ZBTB46","chr24",47327840,47328515,NA,NA,2.77555756156e-14,1.35424079358e-10,"0.118,0.132,0.039","0.031,0.037,0.001","SE","24","ZBTB46",2.09805691727333,5.01144929318332,4.86457623472314,4.15060740348555,3.20284970615486,4.34133483101699,3.38849428605044,4.50113050922862,NA,"dog","spleen","GSE125483"
"1059","ENSCAFG00000013092","-","BCLAF3","chrX",15846034,15846062,NA,NA,0.000415110602149,0.0165405739173,"0.0,0.0,0.0","0.0,0.0,0.086","SE","X","BCLAF3",2.33622124980514,2.41585265120811,2.98696809703819,3.59821134528449,2.10753059041309,1.934097291894,2.47690664575214,2.64938709612887,NA,"dog","spleen","GSE125483"
"1060","ENSCAFG00000013114","+","RGSL1","chr7",15864047,15864186,NA,NA,0.000983997265056,0.0304830898778,"0.0,1.0,1.0","0.253,1.0,0.156","SE","7","RGSL1",0.22055985,0.215728473648649,0.460134159459459,0.455892424324324,0.471423435135135,0.285540408108108,0.384039148198198,0.319053768693694,NA,"dog","spleen","GSE125483"
"1061","ENSCAFG00000013120","-","ZNF512B","chr24",47416229,47416246,NA,NA,0.000397644784575,0.0161602132535,"0.861,1.0,1.0","0.913,0.763,0.723","SE","24","ZNF512B",12.1107464292838,13.0677171108341,12.3322724662285,13.2005109156845,11.2346095268586,14.2369271892566,11.892542807457,13.5017184052584,NA,"dog","spleen","GSE125483"
"1062","ENSCAFG00000013120","-","ZNF512B","chr24",47415105,47415125,47416229,47416246,1.22752376519e-06,0.000173458550512,"0.979,1.0,0.963","1.0,0.898,0.872","MXE","24","ZNF512B",12.1107464292838,13.0677171108341,12.3322724662285,13.2005109156845,11.2346095268586,14.2369271892566,11.892542807457,13.5017184052584,NA,"dog","spleen","GSE125483"
"1063","ENSCAFG00000013121","-","RNASEL","chr7",15996742,15998415,NA,NA,0.00150655843129,0.0418448748349,"1.0,1.0,1.0","0.964,1.0,0.369","SE","7","RNASEL",25.1615040229215,24.6487048290598,21.9819003273116,37.4812163937451,28.2234833702409,20.2637768036131,25.1222959068247,27.464566008806,NA,"dog","spleen","GSE125483"
"1064","ENSCAFG00000013144","+","NUBPL","chr8",10969338,10969424,10985859,10985980,0.00354593311071,0.0475465629516,"0.664,0.694,0.715","0.837,0.62,0.977","MXE","8","NUBPL",3.62638815554231,2.87991916686532,3.15187521692491,3.84666752324195,3.1000641352801,2.05126601728248,3.29277583591577,2.92595090246325,NA,"dog","spleen","GSE125483"
"1065","ENSCAFG00000013153","+","FIBP","chr18",51378157,51378356,51378558,51378685,1.41452172119e-05,0.000997274817443,"0.366,0.428,0.402","0.33,0.324,0.261","MXE","18","FIBP",82.662666,55.461533,43.104267,56.466846,48.117512,47.61578,57.9614816666667,53.1813863333333,NA,"dog","spleen","GSE125483"
"1066","ENSCAFG00000013203","-","EAPP","chr8",13389899,13390017,13391888,13391984,0.000917978957249,0.0187049940519,"0.636,0.629,0.757","0.692,0.695,0.971","MXE","8","EAPP",50.935532,41.463913,51.212444,60.078846,41.003952,35.737,47.7173093333333,45.7599196666667,NA,"dog","spleen","GSE125483"
"1067","ENSCAFG00000013203","-","EAPP","chr8",13393327,13393509,NA,NA,0.0014183593289,0.0399771259349,"0.946,0.985,0.956","0.945,0.972,0.837","SE","8","EAPP",50.935532,41.463913,51.212444,60.078846,41.003952,35.737,47.7173093333333,45.7599196666667,NA,"dog","spleen","GSE125483"
"1068","ENSCAFG00000013203","-","EAPP","chr8",13389899,13390017,NA,NA,1.05357082772e-05,0.00116115735657,"0.942,0.995,0.933","0.874,0.912,0.921","SE","8","EAPP",50.935532,41.463913,51.212444,60.078846,41.003952,35.737,47.7173093333333,45.7599196666667,NA,"dog","spleen","GSE125483"
"1069","ENSCAFG00000013206","+","SFI1","chr26",24491347,24491443,NA,NA,0.000276327540242,0.0124453672932,"1.0,1.0,1.0","1.0,0.847,0.861","SE","26","SFI1",6.87971120412675,8.78963623286662,5.06066501891427,6.84585072169,6.27468898157701,6.36296722279538,6.07168840153934,7.33281805911733,NA,"dog","spleen","GSE125483"
"1070","ENSCAFG00000013233","-","PISD","chr26",24508820,24508647,NA,NA,0.00100947099906,0.0151046771711,"0.189,0.101,0.046","0.097,0.104,0.0","A5SS","26","PISD",5.32996152756948,8.77124260785179,7.9567280494045,7.73949723511248,6.87315729422144,8.19261615041906,6.71994895706514,8.23445199779444,NA,"dog","spleen","GSE125483"
"1071","ENSCAFG00000013258","+","SIK3","chr5",16720452,16720632,NA,NA,0.00026496348887,0.0061130862075,"0.339,0.305,0.272","0.264,0.237,0.08","A3SS","5","SIK3",6.17673478319123,11.7458399637028,10.9034259125457,11.1750177222899,10.4866740384896,10.1507807797808,9.18894491140884,11.0238794885912,NA,"dog","spleen","GSE125483"
"1072","ENSCAFG00000013268","+","DEPDC5","chr26",24686099,24686235,NA,NA,0.000631677122536,0.0223068127409,"0.733,1.0,0.426","0.079,0.186,0.289","SE","26","DEPDC5",3.20083963131594,3.48037585119378,3.40153479455858,4.01551119766796,3.65664481121599,3.09467899278179,3.41967307903017,3.53018868054784,NA,"dog","spleen","GSE125483"
"1073","ENSCAFG00000013276","+","SMG7","chr7",16901089,16901227,NA,NA,0.00229674931456,0.0309295574361,"0.074,0.112,0.062","0.064,0.092,0.02","A5SS","7","SMG7",7.80539462602327,17.5030672628177,18.3106601697544,21.467212065489,13.0036705885394,8.59958103188281,13.039908461439,15.8566201200632,NA,"dog","spleen","GSE125483"
"1074","ENSCAFG00000013288","+","ADAMTSL3","chr3",55641212,55641341,NA,NA,0.00109221090112,0.0329337779199,"1.0,1.0,1.0","1.0,0.927,0.835","SE","3","ADAMTSL3",2.58562256192771,5.59825498987952,2.59193596144578,5.70533600385542,4.49450882313253,4.24372082281125,3.22402244883534,5.18243727218206,NA,"dog","spleen","GSE125483"
"1075","ENSCAFG00000013354","-","BDH1","chr33",30409893,30410340,NA,NA,0.00018872569299,0.00934630723212,"0.056,0.093,0.116","0.13,0.075,0.004","SE","33","BDH1",5.04100037913486,3.83781227553617,2.09967088804071,3.53528408469647,7.41915751508542,4.26347939803708,4.85327626075366,3.87885858608991,NA,"dog","spleen","GSE125483"
"1076","ENSCAFG00000013358","+","KIF9","chr20",41629656,41629761,NA,NA,0.000158550711008,0.00823959575791,"1.0,1.0,1.0","0.906,1.0,0.84","SE","20","KIF9",1.869167,1.83372029472954,1.50915703259362,1.910371,1.67863121740638,1.68996517094313,1.68565175,1.81135215522422,NA,"dog","spleen","GSE125483"
"1077","ENSCAFG00000013360","-","PPP2R3C","chr8",13869528,13869666,NA,NA,1.69336391576e-08,8.69705765507e-06,"1.0,0.993,1.0","0.884,0.94,0.946","SE","8","PPP2R3C",28.323565,21.932768,22.361715,37.460693,18.279623,18.5907,22.988301,25.9947203333333,NA,"dog","spleen","GSE125483"
"1078","ENSCAFG00000013360","-","PPP2R3C","chr8",13866981,13867041,13869528,13869666,0.00309655639414,0.0434227030232,"0.494,0.546,0.553","0.467,0.467,0.344","MXE","8","PPP2R3C",28.323565,21.932768,22.361715,37.460693,18.279623,18.5907,22.988301,25.9947203333333,NA,"dog","spleen","GSE125483"
"1079","ENSCAFG00000013365","+",NA,"chr9",10655185,10655292,10657325,10657391,1.16809077734e-05,0.000863221907145,"0.519,0.522,0.366","0.297,0.334,0.018","MXE","9","ENSCAFG00000013365",16.810318,16.99577,12.633931,22.668283,14.302776,12.407048,14.5823416666667,17.3570336666667,NA,"dog","spleen","GSE125483"
"1080","ENSCAFG00000013369","+","PRDX4","chrX",19382053,19382100,NA,NA,0.000250993814044,0.0115714077262,"0.06,0.064,0.029","0.012,0.032,0.023","SE","X","PRDX4",30.6260856435579,28.9939762864617,37.6286419045128,46.7049172446043,24.1398259908437,30.6835021948986,30.7981845129715,35.4607985753215,NA,"dog","spleen","GSE125483"
"1081","ENSCAFG00000013388","-","ACOT9","chrX",19415153,19415180,NA,NA,5.74749612081e-06,0.000741224444655,"1.0,1.0,1.0","1.0,1.0,0.92","SE","X","ACOT9",29.9936471413203,33.295670793154,36.1538154953545,53.0762354166259,33.5137070943765,41.6465810894866,33.2203899103504,42.6728290997555,NA,"dog","spleen","GSE125483"
"1082","ENSCAFG00000013454","-","MOV10","chr17",62876450,62876667,NA,NA,0.000376798260581,0.0156464809624,"0.943,0.943,0.947","0.917,0.968,0.828","SE","17","MOV10",32.936258268431,34.8199824944339,30.3841619689141,24.574365084226,28.1506307876497,29.1377834547364,30.4903503416649,29.5107103444654,NA,"dog","spleen","GSE125483"
"1083","ENSCAFG00000013463","-","EHBP1L1","chr18",51625451,51625614,NA,NA,6.22966650332e-06,0.000792928203846,"1.0,1.0,0.991","0.993,1.0,0.963","SE","18","EHBP1L1",74.397514,88.890221,94.056641,71.3638,72.244186,88.525909,80.2327803333333,82.9266433333333,NA,"dog","spleen","GSE125483"
"1084","ENSCAFG00000013483","-","TMEM120A","chr6",7318546,7319497,NA,NA,4.977351864e-12,1.12086135245e-08,"0.028,0.05,0.031","0.051,0.01,0.002","SE","6","TMEM120A",14.877327129514,12.3425580827017,12.1519784465002,13.3835956330807,12.299060939144,11.8019546948284,13.1094555050527,12.5093694702036,NA,"dog","spleen","GSE125483"
"1085","ENSCAFG00000013483","-","TMEM120A","chr6",7347998,7348144,NA,NA,1.4133207249e-07,5.17187052768e-05,"0.981,1.0,0.949","0.903,1.0,0.851","SE","6","TMEM120A",14.877327129514,12.3425580827017,12.1519784465002,13.3835956330807,12.299060939144,11.8019546948284,13.1094555050527,12.5093694702036,NA,"dog","spleen","GSE125483"
"1086","ENSCAFG00000013483","-","TMEM120A","chr6",7356027,7356173,NA,NA,1.19523942763e-05,0.00127238669978,"0.984,1.0,1.0","0.834,0.915,0.884","SE","6","TMEM120A",14.877327129514,12.3425580827017,12.1519784465002,13.3835956330807,12.299060939144,11.8019546948284,13.1094555050527,12.5093694702036,NA,"dog","spleen","GSE125483"
"1087","ENSCAFG00000013483","-","TMEM120A","chr6",7364867,7364929,NA,NA,0.000452248558399,0.0174204954568,"0.981,1.0,1.0","0.762,0.914,0.963","SE","6","TMEM120A",14.877327129514,12.3425580827017,12.1519784465002,13.3835956330807,12.299060939144,11.8019546948284,13.1094555050527,12.5093694702036,NA,"dog","spleen","GSE125483"
"1088","ENSCAFG00000013489","-","UCK2","chr38",17483039,17483137,NA,NA,1.45935081928e-05,0.00146309915186,"1.0,0.981,1.0","0.956,0.842,0.948","SE","38","UCK2",5.67888339511323,7.8844288057211,6.62564054052443,6.79279028843862,6.05705571036949,5.98736767580453,6.12052654866905,6.88819558998808,NA,"dog","spleen","GSE125483"
"1089","ENSCAFG00000013489","-","UCK2","chr38",17578572,17578873,NA,NA,0.00181408797937,0.0477584762554,"0.692,0.519,1.0","0.645,0.211,0.085","SE","38","UCK2",5.67888339511323,7.8844288057211,6.62564054052443,6.79279028843862,6.05705571036949,5.98736767580453,6.12052654866905,6.88819558998808,NA,"dog","spleen","GSE125483"
"1090","ENSCAFG00000013597","+","ST7L","chr17",62961529,62961645,NA,NA,0.00036455678119,0.0154002882674,"1.0,1.0,1.0","1.0,1.0,0.859","SE","17","ST7L",6.07873238636364,8.80592634387352,6.30715894762846,10.5448563241107,6.62288185869565,4.96769889822134,6.33625773089592,8.10616052206852,NA,"dog","spleen","GSE125483"
"1091","ENSCAFG00000013654","-","DPF2","chr18",51839258,51839300,NA,NA,1.18222669008e-05,0.00126775407883,"0.025,0.037,0.061","0.082,0.058,0.099","SE","18","DPF2",38.9352181574682,42.650429254342,36.5985844040911,38.9635428236202,42.1967049216519,39.7124001512929,39.2435024944037,40.4421240764184,NA,"dog","spleen","GSE125483"
"1092","ENSCAFG00000013664","+","TERB2","chr30",11422131,11422217,NA,NA,1.97209817625e-05,0.0017874047712,"1.0,1.0,1.0","1.0,1.0,0.727","SE","30","TERB2",0.197825,0,0.131038,0.37309,0.362869,2.537658,0.230577333333333,0.970249333333333,NA,"dog","spleen","GSE125483"
"1093","ENSCAFG00000013668","+",NA,"chr6",7696204,7696322,NA,NA,0.000326959188514,0.0142013801836,"1.0,0.992,1.0","1.0,1.0,0.897","SE","6","ENSCAFG00000013668",17.0349774192926,17.5980527765273,21.0384703794212,23.6491546491961,19.0526957903537,17.6349343196141,19.0420478630225,19.6273805817792,NA,"dog","spleen","GSE125483"
"1094","ENSCAFG00000013688","+","USP28","chr5",19478206,19478402,NA,NA,1.49609636139e-05,0.00146973895905,"1.0,1.0,1.0","1.0,1.0,0.838","SE","5","USP28",4.26637578928677,4.35986460372891,3.22159709263096,6.22974412873631,4.49531092305416,3.93367589405149,3.99442793499063,4.84109487550557,NA,"dog","spleen","GSE125483"
"1095","ENSCAFG00000013699","-","LRWD1","chr6",7715406,7715544,NA,NA,0.000461051086077,0.0176434909084,"1.0,0.911,1.0","1.0,0.826,0.779","SE","6","LRWD1",15.259852544665,12.8415945235732,9.74625981141439,7.91000953101737,11.2634888664185,13.5275860111663,12.089867074166,11.4263966885856,NA,"dog","spleen","GSE125483"
"1096","ENSCAFG00000013722","+","CDC27","chr9",9309921,9310047,9313509,9313607,1.59461347926e-06,0.00021433938742,"0.37,0.364,0.422","0.146,0.197,0.025","MXE","9","CDC27",3.5401450915493,5.32290239671361,7.84365058450704,9.56568432276995,5.29800673787167,3.45323284389671,5.56060080464267,6.11393985446009,NA,"dog","spleen","GSE125483"
"1097","ENSCAFG00000013723","-","SHF","chr30",11593769,11593889,NA,NA,0.000140897001488,0.00758227889441,"1.0,0.973,1.0","0.9,1.0,0.914","SE","30","SHF",6.39368,6.648702,4.891257,1.826138,5.412667,6.534503,5.565868,5.00311433333333,NA,"dog","spleen","GSE125483"
"1098","ENSCAFG00000013729","+","OVGP1","chr17",63963242,63963717,NA,NA,9.05600272549e-09,3.6280610919e-07,"0.141,0.281,0.185","0.152,0.077,0.0","RI","17","OVGP1",7.79326380423667,6.29729546493791,4.53739707048941,10.4409200613587,6.58165848648649,5.1637684853908,6.30410645373752,7.30066133722914,NA,"dog","spleen","GSE125483"
"1099","ENSCAFG00000013749","-","CUX1","chr6",7893002,7892699,NA,NA,3.40302930344e-05,0.00122130940557,"1.0,1.0,0.655","0.622,1.0,0.0","A3SS","6","CUX1",5.58969767201293,7.91164823473828,6.78368431816486,5.8497850387915,6.49630421956981,8.88010406328484,6.2898954032492,7.54717911227154,NA,"dog","spleen","GSE125483"
"1100","ENSCAFG00000013773","+","BCR","chr26",27926671,27927006,NA,NA,0.000278813003611,0.00281589041136,"0.1,0.004,0.023","0.043,0.004,0.0","RI","26","BCR",5.57581289986598,10.9706856816006,13.9013196959602,11.418146520965,9.88766282806816,9.51410257533984,9.78826514129811,10.6343115926351,NA,"dog","spleen","GSE125483"
"1101","ENSCAFG00000013833","-","IL16","chr3",56482161,56482330,56483816,56484906,0.00205061467515,0.0326616690022,"0.364,0.44,0.354","0.424,0.298,0.048","MXE","3","IL16",23.0390262036633,30.8866651766245,20.2963276275621,22.0541055364152,17.197796345399,20.81476619058,20.1777167255415,24.5851789678732,NA,"dog","spleen","GSE125483"
"1102","ENSCAFG00000013838","-","MASP1","chr34",19704352,19705160,NA,NA,0.000531427042155,0.00473117686141,"1.0,1.0,1.0","1.0,0.822,0.0","RI","34","MASP1",0.191702570246509,0.747392482330633,0.378162039303568,0.726283537321151,0.363262253059817,2.12331038458886,0.311042287536631,1.19899546808021,NA,"dog","spleen","GSE125483"
"1103","ENSCAFG00000013852","+","MATN2","chr13",223945,224068,243641,243764,1.17006517808e-08,4.03014324775e-06,"0.244,0.224,0.287","0.194,0.195,0.017","MXE","13","MATN2",31.8316411498545,40.742673135548,22.4492718879728,36.6924241796799,28.6409691891368,66.9905803113482,27.640627408988,48.141892542192,NA,"dog","spleen","GSE125483"
"1104","ENSCAFG00000013917","+","HK1","chr4",20480788,20480937,NA,NA,0.000232504029501,0.0108904887418,"1.0,1.0,0.983","0.97,0.984,0.937","SE","4","HK1",19.3635194323144,21.9554508597162,18.8926937772926,20.6517528275109,14.5803191697598,15.0846848045852,17.6121774597889,19.2306294972708,NA,"dog","spleen","GSE125483"
"1105","ENSCAFG00000013918","-","SLC2A3","chr27",37307166,37307727,NA,NA,3.60240985486e-07,1.21533932472e-05,"0.03,0.025,0.038","0.017,0.02,0.0","RI","27","SLC2A3",14.5635313467463,20.7709736350204,32.7163575092738,38.7681275793776,11.7291921889343,14.0148699138636,19.6696936816515,24.5179903760872,NA,"dog","spleen","GSE125483"
"1106","ENSCAFG00000013920","+","ABL2","chr7",20725920,20726229,NA,NA,0.000227884720582,0.00247583230327,"1.0,0.818,1.0","0.673,0.529,0.0","RI","7","ABL2",1.09375,0.87849016797215,1.37535587554395,0.726324140121845,0.666478,0.422432260226284,1.04519462518132,0.67574885610676,NA,"dog","spleen","GSE125483"
"1107","ENSCAFG00000013983","+","COL13A1","chr4",20930543,20930600,NA,NA,6.58076764981e-06,0.000826832501924,"0.526,0.073,1.0","0.878,1.0,1.0","SE","4","COL13A1",1.71712567714555,2.93986724394844,2.399909,0.432199,1.341456,2.90118351776171,1.81949689238185,2.09108325390338,NA,"dog","spleen","GSE125483"
"1108","ENSCAFG00000014003","-","RPGR","chrX",32964535,32964594,NA,NA,0.000466588453696,0.0177856471119,"0.226,0.152,0.22","0.095,0.098,0.098","SE","X","RPGR",11.2216704272147,8.7692667990078,5.53293807257264,12.1469047367824,9.73172999489724,12.2095249642807,8.82877949822819,11.041898833357,NA,"dog","spleen","GSE125483"
"1109","ENSCAFG00000014021","-",NA,"chr2",6252353,6252399,NA,NA,0.000173841464164,0.00880485962526,"1.0,1.0,0.904","0.901,1.0,0.836","SE","2","ENSCAFG00000014021",3.363863,4.020777,5.160918,4.066068,2.479868,2.610763,3.66821633333333,3.56586933333333,NA,"dog","spleen","GSE125483"
"1110","ENSCAFG00000014028","-",NA,"chr26",28565222,28565573,NA,NA,6.19893761711e-06,0.000792462439917,"0.98,0.905,0.951","0.971,0.884,0.829","SE","26","ENSCAFG00000014028",83.8769745884346,35.6758917851818,45.5235634818161,30.7632099516603,51.550992754913,36.4689010944206,60.3171769417212,34.3026676104209,NA,"dog","spleen","GSE125483"
"1111","ENSCAFG00000014043","-",NA,"chr26",28574450,28575319,NA,NA,0.000494913964732,0.00446816692103,"0.016,0.044,0.043","0.014,0.012,0.0","RI","26","ENSCAFG00000014043",3.39292063815419,2.16434306640405,2.00692725548678,2.80565851435003,3.31348497917839,2.77817848002251,2.90444429093979,2.58272668692553,NA,"dog","spleen","GSE125483"
"1112","ENSCAFG00000014047","-","PPP2R5B","chr18",52247664,52247736,NA,NA,6.4530878543e-06,0.000133433203697,"0.142,0.11,0.129","0.117,0.043,0.033","RI","18","PPP2R5B",13.9604022873167,13.4653472389991,11.3893033882657,11.7813321760138,13.0836139128559,15.630090013805,12.8111065294794,13.625589809606,NA,"dog","spleen","GSE125483"
"1113","ENSCAFG00000014058","+","CCDC50","chr34",23217686,23218214,NA,NA,0.000464701029789,0.01773679615,"0.024,0.018,0.022","0.013,0.028,0.003","SE","34","CCDC50",12.7485187045964,15.6358975269058,15.4480024077915,18.4633519730942,11.0302479453475,9.73671712780269,13.0755896859118,14.6119888759342,NA,"dog","spleen","GSE125483"
"1114","ENSCAFG00000014064","-","PEX5","chr27",37851385,37851478,NA,NA,0.00170594476631,0.045811727456,"1.0,0.967,1.0","0.975,0.925,0.932","SE","27","PEX5",7.48016542878516,8.46406770436864,8.90546878067026,8.8596221481149,7.86474810143627,8.8860217432675,8.08346077029723,8.73657053191701,NA,"dog","spleen","GSE125483"
"1115","ENSCAFG00000014064","-","PEX5","chr27",37851724,37851835,NA,NA,0.000164857790632,0.00846513132395,"1.0,0.921,1.0","0.862,0.84,0.81","SE","27","PEX5",7.48016542878516,8.46406770436864,8.90546878067026,8.8596221481149,7.86474810143627,8.8860217432675,8.08346077029723,8.73657053191701,NA,"dog","spleen","GSE125483"
"1116","ENSCAFG00000014068","+","ZDHHC3","chr20",43396491,43396821,NA,NA,0.000376491137272,0.0156464809624,"1.0,0.979,0.976","0.97,1.0,0.899","SE","20","ZDHHC3",12.6294438316626,11.9402198074663,15.0882793923263,12.9767582302109,12.3991599332872,11.4392940788109,13.3722943857587,12.1187573721627,NA,"dog","spleen","GSE125483"
"1117","ENSCAFG00000014073","-","SLC12A9","chr6",8904515,8904623,8906968,8907188,0.00259165388585,0.0383940982928,"0.12,0.326,0.201","0.235,0.177,0.045","MXE","6","SLC12A9",11.3143366220406,10.6108114140361,8.37649519222097,6.20844738049605,10.1979712669109,10.667546020575,9.96293436039082,9.16226827170238,NA,"dog","spleen","GSE125483"
"1118","ENSCAFG00000014095","+","DERL3","chr26",28690045,28690150,NA,NA,4.4507963981e-10,2.59360044653e-08,"0.104,0.12,0.171","0.095,0.107,0.002","RI","26","DERL3",8.76278604347826,9.2240965,14.2896550652174,12.3731473913043,9.77624826086957,9.17260636956522,10.9428964565217,10.2566167536232,NA,"dog","spleen","GSE125483"
"1119","ENSCAFG00000014124","+","CHCHD10","chr26",28742849,28743075,28743912,28744060,4.11576133175e-08,1.08009336663e-05,"0.17,0.2,0.104","0.136,0.0,0.062","MXE","26","CHCHD10",85.159439,48.57185,30.454504,18.490757,46.188683,47.614006,53.9342086666667,38.2255376666667,NA,"dog","spleen","GSE125483"
"1120","ENSCAFG00000014136","+","GPATCH8","chr9",19035585,19035716,19038849,19042438,0.00249065459212,0.0376625193846,"0.314,0.307,0.345","0.353,0.341,0.986","MXE","9","GPATCH8",9.22760239019733,18.5755385404201,15.3124572457034,17.0869031139402,14.1323313392743,10.1446414589433,12.890796991725,15.2690277044345,NA,"dog","spleen","GSE125483"
"1121","ENSCAFG00000014145","+","ITGA2B","chr9",19057614,19057660,NA,NA,5.45819722753e-10,4.69966834812e-07,"1.0,1.0,1.0","0.625,0.68,0.76","SE","9","ITGA2B",13.6680719874153,9.29087131219748,13.1033269215876,5.34895847773475,11.8130297700871,6.68863277105518,12.8614762263633,7.10948752032914,NA,"dog","spleen","GSE125483"
"1122","ENSCAFG00000014145","+","ITGA2B","chr9",19056994,19057177,NA,NA,2.10920170218e-12,6.17468798313e-09,"1.0,1.0,1.0","0.794,0.645,0.659","SE","9","ITGA2B",13.6680719874153,9.29087131219748,13.1033269215876,5.34895847773475,11.8130297700871,6.68863277105518,12.8614762263633,7.10948752032914,NA,"dog","spleen","GSE125483"
"1123","ENSCAFG00000014154","-",NA,"chr26",29043792,29044047,NA,NA,5.774778844e-08,2.38107958673e-05,"0.049,0.041,0.1","0.053,0.048,0.004","SE","26","ENSCAFG00000014154",13.7308563304348,8.8313572173913,8.84543644682274,11.592514761204,11.880355264214,6.19058627558528,11.4855493471572,8.87148608472686,NA,"dog","spleen","GSE125483"
"1124","ENSCAFG00000014159","-","TBC1D2B","chr3",58265249,58265415,NA,NA,0.000370659471138,0.0155015085965,"1.0,0.976,1.0","1.0,1.0,0.666","SE","3","TBC1D2B",9.0929777087933,17.3118121937571,11.7258129986677,20.7706263226113,14.9452902664636,6.96059401484583,11.9213603246415,15.0143441770714,NA,"dog","spleen","GSE125483"
"1125","ENSCAFG00000014226","-","NEMF","chr8",26372423,26372473,NA,NA,0.000437534322576,0.0171686583284,"0.79,0.967,1.0","0.971,0.969,1.0","SE","8","NEMF",9.27003106162977,12.3988216151564,11.9061669826524,17.9390851264551,9.83282394864186,7.99482436156129,10.336340664308,12.7775770343909,NA,"dog","spleen","GSE125483"
"1126","ENSCAFG00000014239","+","SF1","chr18",52380241,52380598,NA,NA,7.63295368256e-06,0.000513952214626,"0.027,0.037,0.033","0.033,0.0,0.011","A5SS","18","SF1",53.6730479061072,71.4773809617782,72.9589160103864,56.0344775201496,63.4897640793519,70.2417465093477,63.3739093319485,65.9178683304252,NA,"dog","spleen","GSE125483"
"1127","ENSCAFG00000014247","+","CEACAM1","chr1",111907467,111907746,NA,NA,0.000708299012694,0.0240550505761,"0.507,0.751,1.0","0.415,0.609,0.263","SE","1","CEACAM1",12.0464790065554,18.0908205846246,26.1292477359952,26.3066054266985,25.6124682892332,16.6186783279698,21.2627316772613,20.338701446431,NA,"dog","spleen","GSE125483"
"1128","ENSCAFG00000014247","+","CEACAM1","chr1",111816844,111817120,NA,NA,1.4764300893e-11,2.350220749e-08,"0.681,1.0,0.76","1.0,1.0,0.991","SE","1","CEACAM1",12.0464790065554,18.0908205846246,26.1292477359952,26.3066054266985,25.6124682892332,16.6186783279698,21.2627316772613,20.338701446431,NA,"dog","spleen","GSE125483"
"1129","ENSCAFG00000014247","+","CEACAM1","chr1",111907467,111907746,111909804,111910080,2.73433839242e-05,0.00155349885367,"0.176,0.193,0.233","0.17,0.181,0.0","MXE","1","CEACAM1",12.0464790065554,18.0908205846246,26.1292477359952,26.3066054266985,25.6124682892332,16.6186783279698,21.2627316772613,20.338701446431,NA,"dog","spleen","GSE125483"
"1130","ENSCAFG00000014247","+","CEACAM1","chr1",111907467,111907746,111909804,111910080,2.87795293328e-05,0.00158603986153,"0.174,0.193,0.233","0.17,0.181,0.0","MXE","1","CEACAM1",12.0464790065554,18.0908205846246,26.1292477359952,26.3066054266985,25.6124682892332,16.6186783279698,21.2627316772613,20.338701446431,NA,"dog","spleen","GSE125483"
"1131","ENSCAFG00000014247","+","CEACAM1","chr1",111909804,111910080,NA,NA,8.70927322594e-06,0.00103402063375,"0.791,0.902,1.0","0.734,0.853,0.619","SE","1","CEACAM1",12.0464790065554,18.0908205846246,26.1292477359952,26.3066054266985,25.6124682892332,16.6186783279698,21.2627316772613,20.338701446431,NA,"dog","spleen","GSE125483"
"1132","ENSCAFG00000014255","+","SPAG16","chr37",20802606,20802744,NA,NA,0.00152001311293,0.0420589639707,"0.859,1.0,0.931","0.893,0.874,0.85","SE","37","SPAG16",1.256499,3.929849,2.584374,4.096316,2.504449,2.875385,2.11510733333333,3.63385,NA,"dog","spleen","GSE125483"
"1133","ENSCAFG00000014308","-","ALAS2","chrX",46709164,46709433,46709979,46710144,0.00109735501203,0.0211621660082,"0.425,0.39,0.441","0.448,0.553,0.522","MXE","X","ALAS2",210.835129,368.12793,339.152313,36.588261,544.658691,617.671509,364.882044333333,340.7959,NA,"dog","spleen","GSE125483"
